OBJECTID,DESCRIPTION,ID,GENALPHACY,GENALPHACY_P,thematic_value,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor
864,95258 (Woodbridge),95258,360,9.18,9.18,8282500.0,20260.24452823232,1756054216011,Synapse54,1756054216011,Synapse54
865,95301 (Atwater),95301,5119,12.37,12.37,291342500.0,133015.0839119713,1756054216011,Synapse54,1756054216011,Synapse54
866,95303 (Ballico),95303,92,11.39,11.39,147160000.0,78116.11675651865,1756054216011,Synapse54,1756054216011,Synapse54
867,95304 (Tracy),95304,1588,9.74,9.74,500725000.0,171286.31044287694,1756054216011,Synapse54,1756054216011,Synapse54
868,95305 (Big Oak Flat),95305,4,3.15,3.15,2010000.0,6755.426287581247,1756054216011,Synapse54,1756054216011,Synapse54
869,95306 (Catheys Valley),95306,98,9.35,9.35,650576250.0,164523.8454651417,1756054216011,Synapse54,1756054216011,Synapse54
870,95307 (Ceres),95307,5579,12.12,12.12,141226250.0,75117.42494372351,1756054216011,Synapse54,1756054216011,Synapse54
871,95310 (Columbia),95310,112,7.07,7.07,57856250.0,53054.172174731044,1756054216011,Synapse54,1756054216011,Synapse54
872,95311 (Coulterville),95311,152,7.45,7.45,841024840.90625,228507.4243067997,1756054216011,Synapse54,1756054216011,Synapse54
873,95312 (Cressey),95312,9,7.14,7.14,423750.0,3549.3783537283516,1756054216011,Synapse54,1756054216011,Synapse54
874,95313 (Crows Landing),95313,107,10.1,10.1,156171250.0,104657.41862276915,1756054216011,Synapse54,1756054216011,Synapse54
875,95315 (Delhi),95315,1571,12.42,12.42,80836250.0,48863.11163907621,1756054216011,Synapse54,1756054216011,Synapse54
876,95316 (Denair),95316,818,11.19,11.19,269431250.0,103615.94013321665,1756054216011,Synapse54,1756054216011,Synapse54
877,95317 (El Nido),95317,95,12.68,12.68,203833750.0,95422.27927524311,1756054216011,Synapse54,1756054216011,Synapse54
878,95318 (El Portal),95318,36,9.18,9.18,218961000.0,129313.47314683396,1756054216011,Synapse54,1756054216011,Synapse54
879,95319 (Empire),95319,190,12.43,12.43,2246250.0,10705.435980871369,1756054216011,Synapse54,1756054216011,Synapse54
880,95320 (Escalon),95320,1398,11.04,11.04,344828750.0,117858.77604662078,1756054216011,Synapse54,1756054216011,Synapse54
881,95321 (Groveland),95321,244,6.26,6.26,1702033750.0,341107.20159528364,1756054216011,Synapse54,1756054216011,Synapse54
882,95322 (Gustine),95322,1339,13.01,13.01,1051498437.5,294899.1941630465,1756054216011,Synapse54,1756054216011,Synapse54
883,95323 (Hickman),95323,161,13.51,13.51,163643750.0,78844.13188535805,1756054216011,Synapse54,1756054216011,Synapse54
884,95324 (Hilmar),95324,795,11.06,11.06,181720000.0,81638.07151947767,1756054216011,Synapse54,1756054216011,Synapse54
885,95326 (Hughson),95326,1193,10.82,10.82,111336250.0,74537.03667886763,1756054216011,Synapse54,1756054216011,Synapse54
886,95327 (Jamestown),95327,521,6.09,6.09,670431333.3359375,190972.7894711921,1756054216011,Synapse54,1756054216011,Synapse54
887,95328 (Keyes),95328,642,14.2,14.2,3297500.0,7887.611295606116,1756054216011,Synapse54,1756054216011,Synapse54
888,95329 (La Grange),95329,207,7.85,7.85,703763825.7578125,267869.7541045654,1756054216011,Synapse54,1756054216011,Synapse54
889,95330 (Lathrop),95330,5316,12.57,12.57,98035000.0,60106.34898012673,1756054216011,Synapse54,1756054216011,Synapse54
890,95333 (Le Grand),95333,319,11.59,11.59,451031250.0,141931.4925115267,1756054216011,Synapse54,1756054216011,Synapse54
891,95334 (Livingston),95334,2215,12.94,12.94,194605000.0,85650.93403027092,1756054216011,Synapse54,1756054216011,Synapse54
892,95335 (Long Barn),95335,18,8.0,8.0,1770400000.0,464364.610462543,1756054216011,Synapse54,1756054216011,Synapse54
893,95336 (Manteca),95336,5048,10.57,10.57,159607500.0,67250.7229733566,1756054216011,Synapse54,1756054216011,Synapse54
894,95337 (Manteca),95337,6301,11.71,11.71,191776250.0,83544.75560951397,1756054216011,Synapse54,1756054216011,Synapse54
895,95338 (Mariposa),95338,844,8.0,8.0,1416296100.0,334195.52467314404,1756054216011,Synapse54,1756054216011,Synapse54
896,95340 (Merced),95340,4370,11.3,11.3,407857500.0,113055.71507296647,1756054216011,Synapse54,1756054216011,Synapse54
897,95341 (Merced),95341,5711,14.74,14.74,618305000.0,152437.6260930607,1756054216011,Synapse54,1756054216011,Synapse54
898,95345 (Midpines),95345,47,6.05,6.05,161823750.0,81310.93313287199,1756054216011,Synapse54,1756054216011,Synapse54
899,95346 (MI Wuk Village),95346,69,5.77,5.77,1482546250.0,371862.0433569561,1756054216011,Synapse54,1756054216011,Synapse54
900,95348 (Merced),95348,4597,12.25,12.25,132566250.0,64579.9564565247,1756054216011,Synapse54,1756054216011,Synapse54
901,95350 (Modesto),95350,6425,11.66,11.66,36582500.0,30447.62562947465,1756054216011,Synapse54,1756054216011,Synapse54
902,95351 (Modesto),95351,6153,12.88,12.88,34333750.0,35445.578344248184,1756054216011,Synapse54,1756054216011,Synapse54
903,95354 (Modesto),95354,3055,11.6,11.6,32158750.0,32969.09716078272,1756054216011,Synapse54,1756054216011,Synapse54
904,95355 (Modesto),95355,6414,10.55,10.55,36360000.0,27658.740402901756,1756054216011,Synapse54,1756054216011,Synapse54
905,95356 (Modesto),95356,3510,9.72,9.72,93733750.0,61274.66264995294,1756054216011,Synapse54,1756054216011,Synapse54
906,95357 (Modesto),95357,1299,10.15,10.15,147430000.0,107919.11868253128,1756054216011,Synapse54,1756054216011,Synapse54
907,95358 (Modesto),95358,3908,12.24,12.24,501491250.0,153233.5291002393,1756054216011,Synapse54,1756054216011,Synapse54
908,95360 (Newman),95360,1792,12.9,12.9,972636250.0,251353.8797077702,1756054216011,Synapse54,1756054216011,Synapse54
909,95361 (Oakdale),95361,3920,10.96,10.96,818877500.0,162144.5611917792,1756054216011,Synapse54,1756054216011,Synapse54
910,95363 (Patterson),95363,3698,11.53,11.53,1408142500.0,233870.8453199167,1756054216011,Synapse54,1756054216011,Synapse54
911,95364 (Pinecrest),95364,8,8.6,8.6,790197500.0,265969.57920646085,1756054216011,Synapse54,1756054216011,Synapse54
912,95365 (Planada),95365,468,12.01,12.01,3888750.0,10094.73491558075,1756054216011,Synapse54,1756054216011,Synapse54
913,95366 (Ripon),95366,2026,11.44,11.44,145853750.0,87647.60525797968,1756054216011,Synapse54,1756054216011,Synapse54
914,95367 (Riverbank),95367,3017,11.7,11.7,22475000.0,33198.293232520155,1756054216011,Synapse54,1756054216011,Synapse54
915,95368 (Salida),95368,1621,11.93,11.93,11762500.0,19047.230040618295,1756054216011,Synapse54,1756054216011,Synapse54
916,95369 (Snelling),95369,101,9.93,9.93,778950000.0,248465.2374915599,1756054216011,Synapse54,1756054216011,Synapse54
917,95370 (Sonora),95370,2221,8.14,8.14,436835000.0,188658.0728563832,1756054216011,Synapse54,1756054216011,Synapse54
918,95372 (Soulsbyville),95372,167,9.01,9.01,12415000.0,26436.282344203886,1756054216011,Synapse54,1756054216011,Synapse54
919,95374 (Stevinson),95374,191,10.47,10.47,155723950.63671875,92218.59859096915,1756054216011,Synapse54,1756054216011,Synapse54
920,95376 (Tracy),95376,5800,10.83,10.83,33533750.0,27036.864209897405,1756054216011,Synapse54,1756054216011,Synapse54
921,95377 (Tracy),95377,4381,10.62,10.62,610215000.0,144985.71465886282,1756054216011,Synapse54,1756054216011,Synapse54
922,95379 (Tuolumne),95379,399,10.31,10.31,119283750.0,90658.76240317182,1756054216011,Synapse54,1756054216011,Synapse54
923,95380 (Turlock),95380,5247,12.51,12.51,318286250.0,119296.0371622444,1756054216011,Synapse54,1756054216011,Synapse54
924,95382 (Turlock),95382,4088,10.32,10.32,47323750.0,42274.22099013588,1756054216011,Synapse54,1756054216011,Synapse54
925,95383 (Twain Harte),95383,321,7.54,7.54,99875000.0,91189.54300905287,1756054216011,Synapse54,1756054216011,Synapse54
926,95385 (Vernalis),95385,21,9.46,9.46,51766250.0,32203.764641515307,1756054216011,Synapse54,1756054216011,Synapse54
927,95386 (Waterford),95386,1465,13.01,13.01,467080000.0,129724.8075722832,1756054216011,Synapse54,1756054216011,Synapse54
928,95387 (Westley),95387,97,17.14,17.14,6932500.0,11959.50389309459,1756054216011,Synapse54,1756054216011,Synapse54
929,95388 (Winton),95388,1928,13.75,13.75,238825015.5390625,144842.3031459269,1756054216011,Synapse54,1756054216011,Synapse54
930,95389 (Yosemite National Park),95389,45,7.83,7.83,1563478750.0,376007.73496313114,1756054216011,Synapse54,1756054216011,Synapse54
931,95417 (Branscomb),95417,21,7.02,7.02,479930000.0,176683.0042967211,1756054216011,Synapse54,1756054216011,Synapse54
932,95391 (Tracy),95391,4146,14.1,14.1,63337500.0,49712.38092615394,1756054216011,Synapse54,1756054216011,Synapse54
933,95401 (Santa Rosa),95401,3536,9.41,9.41,94040000.0,68533.69770453787,1756054216011,Synapse54,1756054216011,Synapse54
934,95403 (Santa Rosa),95403,4323,9.33,9.33,89647500.0,90835.07975999168,1756054216011,Synapse54,1756054216011,Synapse54
935,95404 (Santa Rosa),95404,3247,8.15,8.15,337346250.0,183604.44732701423,1756054216011,Synapse54,1756054216011,Synapse54
936,95405 (Santa Rosa),95405,1806,8.15,8.15,21967500.0,29334.346735747473,1756054216011,Synapse54,1756054216011,Synapse54
937,95407 (Santa Rosa),95407,4888,10.73,10.73,90637500.0,57080.870345108284,1756054216011,Synapse54,1756054216011,Synapse54
938,95409 (Santa Rosa),95409,1703,6.35,6.35,159227500.0,92862.86681030248,1756054216011,Synapse54,1756054216011,Synapse54
939,95410 (Albion),95410,42,4.77,4.77,178885000.0,76176.40291828418,1756054216011,Synapse54,1756054216011,Synapse54
940,95412 (Annapolis),95412,13,4.64,4.64,188637109.375,100518.30845784968,1756054216011,Synapse54,1756054216011,Synapse54
941,95419 (Camp Meeker),95419,17,4.72,4.72,1142500.0,10187.482443613439,1756054216011,Synapse54,1756054216011,Synapse54
942,95420 (Caspar),95420,20,4.75,4.75,24582500.0,32937.033859365685,1756054216011,Synapse54,1756054216011,Synapse54
943,93591 (Palmdale),93591,880,12.13,12.13,331107500.0,113186.23220289519,1756054216011,Synapse54,1756054216011,Synapse54
944,95421 (Cazadero),95421,102,6.33,6.33,1077695390.625,293126.6662297213,1756054216011,Synapse54,1756054216011,Synapse54
945,95422 (Clearlake),95422,2000,11.49,11.49,287561250.0,150046.6527824868,1756054216011,Synapse54,1756054216011,Synapse54
946,95423 (Clearlake Oaks),95423,338,7.34,7.34,1068233750.0,229589.88490481282,1756054216011,Synapse54,1756054216011,Synapse54
947,95425 (Cloverdale),95425,972,8.62,8.62,452983750.0,161408.030816888,1756054216011,Synapse54,1756054216011,Synapse54
948,95426 (Cobb),95426,117,9.86,9.86,85153750.0,65262.22736337749,1756054216011,Synapse54,1756054216011,Synapse54
949,95427 (Comptche),95427,47,9.51,9.51,534768750.0,219853.8394348084,1756054216011,Synapse54,1756054216011,Synapse54
950,95428 (Covelo),95428,374,12.64,12.64,3198815000.0,342632.249462821,1756054216011,Synapse54,1756054216011,Synapse54
951,95429 (Dos Rios),95429,8,8.16,8.16,173175000.0,110516.50140484574,1756054216011,Synapse54,1756054216011,Synapse54
952,95432 (Elk),95432,22,6.11,6.11,105965000.0,112596.27191156823,1756054216011,Synapse54,1756054216011,Synapse54
953,95436 (Forestville),95436,401,7.45,7.45,95830000.0,73269.96334678763,1756054216011,Synapse54,1756054216011,Synapse54
954,95437 (Fort Bragg),95437,1016,7.25,7.25,606693750.0,173027.4793369352,1756054216011,Synapse54,1756054216011,Synapse54
955,95439 (Fulton),95439,73,10.17,10.17,9780000.0,15206.662138008665,1756054216011,Synapse54,1756054216011,Synapse54
956,95441 (Geyserville),95441,129,6.64,6.64,714508750.0,280618.0997841332,1756054216011,Synapse54,1756054216011,Synapse54
957,95442 (Glen Ellen),95442,211,6.68,6.68,114571250.0,71461.81844335716,1756054216011,Synapse54,1756054216011,Synapse54
958,95443 (Glenhaven),95443,19,12.67,12.67,17221250.0,22626.978463325246,1756054216011,Synapse54,1756054216011,Synapse54
959,95444 (Graton),95444,50,7.36,7.36,2837500.0,8862.696748923001,1756054216011,Synapse54,1756054216011,Synapse54
960,95445 (Gualala),95445,155,6.48,6.48,553507500.0,204861.12560556992,1756054216011,Synapse54,1756054216011,Synapse54
961,95446 (Guerneville),95446,311,6.48,6.48,112141250.0,73826.28776203241,1756054216011,Synapse54,1756054216011,Synapse54
962,95448 (Healdsburg),95448,1289,7.96,7.96,780963750.0,275844.4782612812,1756054216011,Synapse54,1756054216011,Synapse54
963,95449 (Hopland),95449,137,8.48,8.48,947547500.0,237762.8742155,1756054216011,Synapse54,1756054216011,Synapse54
964,95450 (Jenner),95450,19,5.31,5.31,145123750.0,148394.2039556423,1756054216011,Synapse54,1756054216011,Synapse54
965,95451 (Kelseyville),95451,1122,9.35,9.35,449228750.0,146537.30318367507,1756054216011,Synapse54,1756054216011,Synapse54
966,95452 (Kenwood),95452,61,5.44,5.44,58806250.0,53457.664338833994,1756054216011,Synapse54,1756054216011,Synapse54
967,95453 (Lakeport),95453,1089,8.99,8.99,665086250.0,155212.3837866206,1756054216011,Synapse54,1756054216011,Synapse54
968,95454 (Laytonville),95454,186,7.72,7.72,699809654.2539062,206934.41464263812,1756054216011,Synapse54,1756054216011,Synapse54
969,95456 (Little River),95456,50,4.89,4.89,61400000.0,62845.05200385065,1756054216011,Synapse54,1756054216011,Synapse54
970,95457 (Lower Lake),95457,270,8.65,8.65,641988750.0,198738.24987894687,1756054216011,Synapse54,1756054216011,Synapse54
971,95458 (Lucerne),95458,267,9.91,9.91,44163750.0,40918.84699883247,1756054216011,Synapse54,1756054216011,Synapse54
972,95459 (Manchester),95459,47,8.82,8.82,321466250.0,110311.47410746895,1756054216011,Synapse54,1756054216011,Synapse54
973,95460 (Mendocino),95460,79,3.91,3.91,173705000.0,154322.0783601564,1756054216011,Synapse54,1756054216011,Synapse54
974,95461 (Middletown),95461,295,8.8,8.8,597188750.0,197449.18676407545,1756054216011,Synapse54,1756054216011,Synapse54
975,95462 (Monte Rio),95462,72,5.29,5.29,28402500.0,34561.08368943243,1756054216011,Synapse54,1756054216011,Synapse54
976,95463 (Navarro),95463,17,8.29,8.29,20531250.0,21167.2580314138,1756054216011,Synapse54,1756054216011,Synapse54
977,95464 (Nice),95464,243,9.17,9.17,64077500.0,44394.307334129066,1756054216011,Synapse54,1756054216011,Synapse54
978,95465 (Occidental),95465,122,6.47,6.47,205225000.0,89167.64272579616,1756054216011,Synapse54,1756054216011,Synapse54
979,95466 (Philo),95466,114,9.13,9.13,483704750.0,195861.17274715897,1756054216011,Synapse54,1756054216011,Synapse54
980,95467 (Hidden Valley Lake),95467,537,9.08,9.08,29168750.0,30103.881372080807,1756054216011,Synapse54,1756054216011,Synapse54
981,95468 (Point Arena),95468,97,7.36,7.36,476977500.0,201027.1747654612,1756054216011,Synapse54,1756054216011,Synapse54
982,95469 (Potter Valley),95469,148,8.3,8.3,842882500.0,198334.10631272977,1756054216011,Synapse54,1756054216011,Synapse54
983,95470 (Redwood Valley),95470,530,8.5,8.5,469211250.0,246210.79712801005,1756054216011,Synapse54,1756054216011,Synapse54
984,95471 (Rio Nido),95471,18,3.24,3.24,4172500.0,10267.663229527312,1756054216011,Synapse54,1756054216011,Synapse54
985,95472 (Sebastopol),95472,1808,6.39,6.39,322607500.0,148248.71737101968,1756054216011,Synapse54,1756054216011,Synapse54
986,95476 (Sonoma),95476,2569,7.56,7.56,456481250.0,133276.9942518208,1756054216011,Synapse54,1756054216011,Synapse54
987,95482 (Ukiah),95482,3449,10.35,10.35,1287255250.0,301132.1799386687,1756054216011,Synapse54,1756054216011,Synapse54
988,95485 (Upper Lake),95485,326,11.11,11.11,411906250.0,157469.28985309092,1756054216011,Synapse54,1756054216011,Synapse54
989,95488 (Westport),95488,15,5.88,5.88,492977500.0,162659.04010173542,1756054216011,Synapse54,1756054216011,Synapse54
990,95490 (Willits),95490,1317,9.5,9.5,1748575345.7421875,308195.1763647259,1756054216011,Synapse54,1756054216011,Synapse54
991,95492 (Windsor),95492,2378,8.53,8.53,89867500.0,89068.70382388223,1756054216011,Synapse54,1756054216011,Synapse54
992,95493 (Witter Springs),95493,10,9.01,9.01,11202500.0,26863.80098370848,1756054216011,Synapse54,1756054216011,Synapse54
993,95494 (Yorkville),95494,18,8.91,8.91,173701250.0,96423.44826981018,1756054216011,Synapse54,1756054216011,Synapse54
994,95497 (The Sea Ranch),95497,65,4.44,4.44,48698750.0,51865.55744497181,1756054216011,Synapse54,1756054216011,Synapse54
995,95501 (Eureka),95501,2133,9.03,9.03,29962500.0,57129.70032731054,1756054216011,Synapse54,1756054216011,Synapse54
996,95503 (Eureka),95503,2301,9.31,9.31,499262500.0,164909.84394763623,1756054216011,Synapse54,1756054216011,Synapse54
997,95511 (Alderpoint),95511,31,9.84,9.84,286802500.0,119327.44126279792,1756054216011,Synapse54,1756054216011,Synapse54
998,95514 (Blocksburg),95514,7,3.91,3.91,421093750.0,133790.61984369808,1756054216011,Synapse54,1756054216011,Synapse54
999,95519 (McKinleyville),95519,1587,8.55,8.55,274192500.0,84919.86550028429,1756054216011,Synapse54,1756054216011,Synapse54
1000,95521 (Arcata),95521,1366,6.2,6.2,263121250.0,153334.2701414802,1756054216011,Synapse54,1756054216011,Synapse54
1001,95524 (Bayside),95524,127,8.18,8.18,57000000.0,53947.39248776813,1756054216011,Synapse54,1756054216011,Synapse54
1002,95525 (Blue Lake),95525,112,7.93,7.93,850510000.0,208127.23444070725,1756054216011,Synapse54,1756054216011,Synapse54
1003,95526 (Bridgeville),95526,70,8.87,8.87,1300142500.0,261204.40968165276,1756054216011,Synapse54,1756054216011,Synapse54
1004,95527 (Burnt Ranch),95527,14,3.95,3.95,578463750.0,155708.8428401851,1756054216011,Synapse54,1756054216011,Synapse54
1005,95528 (Carlotta),95528,64,7.18,7.18,367747500.0,122306.01652211593,1756054216011,Synapse54,1756054216011,Synapse54
1006,95531 (Crescent City),95531,2233,9.76,9.76,1192545392.8515625,315370.1210162218,1756054216011,Synapse54,1756054216011,Synapse54
1007,95536 (Ferndale),95536,249,9.21,9.21,1089777500.0,198140.50910460987,1756054216011,Synapse54,1756054216011,Synapse54
1008,95540 (Fortuna),95540,1524,10.81,10.81,199806250.0,95029.70755387848,1756054216011,Synapse54,1756054216011,Synapse54
1009,95542 (Garberville),95542,272,7.89,7.89,1441873750.0,435421.56455214607,1756054216011,Synapse54,1756054216011,Synapse54
1010,95543 (Gasquet),95543,33,4.36,4.36,1363453750.0,210827.18536903785,1756054216011,Synapse54,1756054216011,Synapse54
1011,95546 (Hoopa),95546,456,12.51,12.51,1703351250.0,272334.9850736303,1756054216011,Synapse54,1756054216011,Synapse54
1012,95547 (Hydesville),95547,138,11.52,11.52,26138750.0,21398.952346800455,1756054216011,Synapse54,1756054216011,Synapse54
1013,95548 (Klamath),95548,133,11.09,11.09,645711250.0,178263.1992829036,1756054216011,Synapse54,1756054216011,Synapse54
1014,95549 (Kneeland),95549,75,8.0,8.0,843981250.0,239462.531377506,1756054216011,Synapse54,1756054216011,Synapse54
1015,95550 (Korbel),95550,26,9.74,9.74,857735000.0,227516.01729778392,1756054216011,Synapse54,1756054216011,Synapse54
1016,95551 (Loleta),95551,126,7.83,7.83,126685811.96484375,102048.56932705181,1756054216011,Synapse54,1756054216011,Synapse54
1017,95552 (Mad River),95552,15,5.36,5.36,195810000.0,99691.82987825625,1756054216011,Synapse54,1756054216011,Synapse54
1018,95553 (Miranda),95553,46,7.64,7.64,65276250.0,50873.990281702245,1756054216011,Synapse54,1756054216011,Synapse54
1019,95554 (Myers Flat),95554,68,5.92,5.92,950241250.0,356745.39781814214,1756054216011,Synapse54,1756054216011,Synapse54
1020,93601 (Ahwahnee),93601,149,8.2,8.2,142641250.0,85916.80402890376,1756054216011,Synapse54,1756054216011,Synapse54
1021,93602 (Auberry),93602,322,9.55,9.55,372420000.0,132776.85010877837,1756054216011,Synapse54,1756054216011,Synapse54
1022,93603 (Badger),93603,24,8.63,8.63,118912500.0,97049.57784977186,1756054216011,Synapse54,1756054216011,Synapse54
1023,93604 (Bass Lake),93604,46,6.22,6.22,23500000.0,35577.66568122268,1756054216011,Synapse54,1756054216011,Synapse54
1024,93606 (Biola),93606,206,15.18,15.18,2593750.0,7108.307627037011,1756054216011,Synapse54,1756054216011,Synapse54
1025,93608 (Cantua Creek),93608,224,17.74,17.74,478897500.0,114394.28979936735,1756054216011,Synapse54,1756054216011,Synapse54
1026,93609 (Caruthers),93609,787,13.88,13.88,241541250.0,79566.08785831252,1756054216011,Synapse54,1756054216011,Synapse54
1027,93610 (Chowchilla),93610,2401,10.17,10.17,1045001250.0,216660.03973399368,1756054216011,Synapse54,1756054216011,Synapse54
1028,93611 (Clovis),93611,4772,10.2,10.2,42878750.0,47933.50344364778,1756054216011,Synapse54,1756054216011,Synapse54
1029,93612 (Clovis),93612,4473,11.45,11.45,27338750.0,34503.37863181957,1756054216011,Synapse54,1756054216011,Synapse54
1030,93614 (Coarsegold),93614,946,8.43,8.43,569362437.5,199468.61740305426,1756054216011,Synapse54,1756054216011,Synapse54
1031,93615 (Cutler),93615,796,15.0,15.0,61432500.0,43144.198863251426,1756054216011,Synapse54,1756054216011,Synapse54
1032,93616 (Del Rey),93616,238,11.27,11.27,53928750.0,42516.20582562826,1756054216011,Synapse54,1756054216011,Synapse54
1033,93618 (Dinuba),93618,4194,13.19,13.19,269097500.0,102197.98154504903,1756054216011,Synapse54,1756054216011,Synapse54
1034,93619 (Clovis),93619,7006,12.06,12.06,748587500.0,194092.32730768184,1756054216011,Synapse54,1756054216011,Synapse54
1035,93620 (Dos Palos),93620,1331,12.83,12.83,695457500.0,165710.74071628856,1756054216011,Synapse54,1756054216011,Synapse54
1036,93621 (Dunlap),93621,29,10.47,10.47,55725000.0,62414.793108866405,1756054216011,Synapse54,1756054216011,Synapse54
1037,93622 (Firebaugh),93622,1401,13.83,13.83,1878002500.0,427028.8441735547,1756054216011,Synapse54,1756054216011,Synapse54
1038,93623 (Fish Camp),93623,10,11.76,11.76,149587500.0,72274.06887010609,1756054216011,Synapse54,1756054216011,Synapse54
1039,93624 (Five Points),93624,65,13.49,13.49,457813750.0,143995.37187534748,1756054216011,Synapse54,1756054216011,Synapse54
1040,93625 (Fowler),93625,957,10.42,10.42,99161250.0,59208.954147904566,1756054216011,Synapse54,1756054216011,Synapse54
1041,93626 (Friant),93626,184,8.57,8.57,424050000.0,144818.1657480191,1756054216011,Synapse54,1756054216011,Synapse54
1042,93627 (Helm),93627,15,17.05,17.05,174451250.0,61328.98773189852,1756054216011,Synapse54,1756054216011,Synapse54
1043,93628 (Hume),93628,10,11.76,11.76,22806250.0,22432.08334494645,1756054216011,Synapse54,1756054216011,Synapse54
1044,93630 (Kerman),93630,2730,12.7,12.7,630955000.0,137129.96301622014,1756054216011,Synapse54,1756054216011,Synapse54
1045,93631 (Kingsburg),93631,1989,11.49,11.49,290826250.0,127414.12222235455,1756054216011,Synapse54,1756054216011,Synapse54
1046,93633 (Kings Canyon National Pk),93633,37,8.19,8.19,2747113750.0,432087.78625044454,1756054216011,Synapse54,1756054216011,Synapse54
1047,93634 (Lakeshore),93634,2,16.67,16.67,288427500.0,93678.65020559738,1756054216011,Synapse54,1756054216011,Synapse54
1048,93635 (Los Banos),93635,6948,13.1,13.1,2246182500.0,356523.6897694365,1756054216011,Synapse54,1756054216011,Synapse54
1049,93636 (Madera),93636,1976,9.6,9.6,868101250.0,182971.94160204416,1756054216011,Synapse54,1756054216011,Synapse54
1050,93637 (Madera),93637,5632,13.43,13.43,929867500.0,184979.8135691581,1756054216011,Synapse54,1756054216011,Synapse54
1051,93638 (Madera),93638,7427,14.71,14.71,345925000.0,112476.19197872673,1756054216011,Synapse54,1756054216011,Synapse54
1052,93640 (Mendota),93640,2366,16.04,16.04,1840838750.0,318013.21963958343,1756054216011,Synapse54,1756054216011,Synapse54
1053,93641 (Miramonte),93641,57,9.56,9.56,112430000.0,70754.39039428507,1756054216011,Synapse54,1756054216011,Synapse54
1054,93643 (North Fork),93643,281,9.56,9.56,789391250.0,213037.1188277554,1756054216011,Synapse54,1756054216011,Synapse54
1055,93644 (Oakhurst),93644,533,6.77,6.77,962563006.9921875,267350.47887293884,1756054216011,Synapse54,1756054216011,Synapse54
1056,93645 (O Neals),93645,29,11.84,11.84,163476250.0,102813.54751247233,1756054216011,Synapse54,1756054216011,Synapse54
1057,93646 (Orange Cove),93646,1560,14.83,14.83,171871250.0,78166.54047640465,1756054216011,Synapse54,1756054216011,Synapse54
1058,93647 (Orosi),93647,1408,13.15,13.15,279088750.0,96559.18150363595,1756054216011,Synapse54,1756054216011,Synapse54
1059,93648 (Parlier),93648,2119,13.91,13.91,82266250.0,49019.79437700118,1756054216011,Synapse54,1756054216011,Synapse54
1060,93650 (Fresno),93650,393,11.39,11.39,2915000.0,10750.947745815918,1756054216011,Synapse54,1756054216011,Synapse54
1061,93651 (Prather),93651,115,8.17,8.17,78617500.0,56014.04673162482,1756054216011,Synapse54,1756054216011,Synapse54
1062,93652 (Raisin City),93652,60,16.44,16.44,8075000.0,14050.4166377355,1756054216011,Synapse54,1756054216011,Synapse54
1063,93653 (Raymond),93653,90,8.36,8.36,1122685000.0,217338.02920773695,1756054216011,Synapse54,1756054216011,Synapse54
1064,93654 (Reedley),93654,3659,11.68,11.68,458942500.0,156831.15084691523,1756054216011,Synapse54,1756054216011,Synapse54
1065,93656 (Riverdale),93656,803,12.68,12.68,440267500.0,128460.56323797608,1756054216011,Synapse54,1756054216011,Synapse54
1066,93657 (Sanger),93657,4447,11.85,11.85,1005633750.0,288832.22598600516,1756054216011,Synapse54,1756054216011,Synapse54
1067,93660 (San Joaquin),93660,569,14.1,14.1,211202500.0,79570.68801285257,1756054216011,Synapse54,1756054216011,Synapse54
1068,93662 (Selma),93662,3920,12.79,12.79,295055000.0,102480.55768092867,1756054216011,Synapse54,1756054216011,Synapse54
1069,93664 (Shaver Lake),93664,46,5.97,5.97,3415976250.0,403337.8361643772,1756054216011,Synapse54,1756054216011,Synapse54
1070,93666 (Sultana),93666,39,12.5,12.5,1196250.0,5627.510002852006,1756054216011,Synapse54,1756054216011,Synapse54
1071,93667 (Tollhouse),93667,195,9.12,9.12,260371250.0,99840.66462098656,1756054216011,Synapse54,1756054216011,Synapse54
1072,93668 (Tranquillity),93668,170,13.68,13.68,298466250.0,77341.96806112055,1756054216011,Synapse54,1756054216011,Synapse54
1073,93669 (Wishon),93669,21,5.16,5.16,32462500.0,31750.90769725911,1756054216011,Synapse54,1756054216011,Synapse54
1074,93673 (Traver),93673,115,16.15,16.15,3385000.0,7473.376466048143,1756054216011,Synapse54,1756054216011,Synapse54
1075,93675 (Squaw Valley),93675,307,8.16,8.16,342720000.0,94788.98851370667,1756054216011,Synapse54,1756054216011,Synapse54
1076,93701 (Fresno),93701,1636,14.88,14.88,5953750.0,13205.043234807552,1756054216011,Synapse54,1756054216011,Synapse54
1077,93702 (Fresno),93702,6152,14.3,14.3,20620000.0,19812.310562561768,1756054216011,Synapse54,1756054216011,Synapse54
1078,93703 (Fresno),93703,4886,14.14,14.14,19397500.0,19830.277563773197,1756054216011,Synapse54,1756054216011,Synapse54
1079,93704 (Fresno),93704,2912,10.41,10.41,22590000.0,27105.471620284377,1756054216011,Synapse54,1756054216011,Synapse54
1080,93705 (Fresno),93705,5682,14.16,14.16,20763750.0,22593.020706623785,1756054216011,Synapse54,1756054216011,Synapse54
1081,93706 (Fresno),93706,5456,13.73,13.73,624835000.0,147699.52122111115,1756054216011,Synapse54,1756054216011,Synapse54
