OBJECTID,DESCRIPTION,ID,GENZ_FY,GENZ_FY_P,thematic_value,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor
1348,95019 (Freedom),95019,1880,28.19,28.19,2728750.0,12953.234697397884,1756054260270,Synapse54,1756054260270,Synapse54
1349,95020 (Gilroy),95020,17054,24.8,24.8,532873750.0,159705.04894665672,1756054260270,Synapse54,1756054260270,Synapse54
1350,95023 (Hollister),95023,15549,23.87,23.87,2433381250.0,417296.57181319734,1756054260270,Synapse54,1756054260270,Synapse54
1351,95030 (Los Gatos),95030,2596,19.52,19.52,42708750.0,43061.50004616389,1756054260270,Synapse54,1756054260270,Synapse54
1352,95032 (Los Gatos),95032,5847,20.92,20.92,67001250.0,66768.93683571756,1756054260270,Synapse54,1756054260270,Synapse54
1353,95033 (Los Gatos),95033,1376,14.91,14.91,433975000.0,195443.69765272897,1756054260270,Synapse54,1756054260270,Synapse54
1354,95035 (Milpitas),95035,19317,22.49,22.49,187505000.0,102487.06415139603,1756054260270,Synapse54,1756054260270,Synapse54
1355,95037 (Morgan Hill),95037,11921,21.86,21.86,974852500.0,217152.9500544929,1756054260270,Synapse54,1756054260270,Synapse54
1356,95039 (Moss Landing),95039,381,25.9,25.9,61041250.0,65007.84853193495,1756054260270,Synapse54,1756054260270,Synapse54
1357,95041 (Mount Hermon),95041,68,22.01,22.01,493750.0,4431.777855798029,1756054260270,Synapse54,1756054260270,Synapse54
1358,95043 (Paicines),95043,129,19.31,19.31,3434581250.0,389393.29952225287,1756054260270,Synapse54,1756054260270,Synapse54
1359,95045 (San Juan Bautista),95045,1172,20.57,20.57,287496250.0,100301.05005016635,1756054260270,Synapse54,1756054260270,Synapse54
1360,95046 (San Martin),95046,1187,19.99,19.99,70686250.0,47757.09672461534,1756054260270,Synapse54,1756054260270,Synapse54
1361,95050 (Santa Clara),95050,11757,28.82,28.82,23260000.0,26925.489244261094,1756054260270,Synapse54,1756054260270,Synapse54
1362,95051 (Santa Clara),95051,14546,22.54,22.54,27115000.0,32035.407795510353,1756054260270,Synapse54,1756054260270,Synapse54
1363,95053 (Santa Clara),95053,1618,81.22,81.22,437500.0,2662.6800755041822,1756054260270,Synapse54,1756054260270,Synapse54
1364,95054 (Santa Clara),95054,7787,24.24,24.24,25912500.0,20352.938363057256,1756054260270,Synapse54,1756054260270,Synapse54
1365,95060 (Santa Cruz),95060,12440,25.58,25.58,390105000.0,179636.56443204565,1756054260270,Synapse54,1756054260270,Synapse54
1366,95062 (Santa Cruz),95062,6817,20.06,20.06,20913750.0,29004.024425275817,1756054260270,Synapse54,1756054260270,Synapse54
1367,95064 (Santa Cruz),95064,7782,89.92,89.92,11942500.0,20118.594276150314,1756054260270,Synapse54,1756054260270,Synapse54
1368,95065 (Santa Cruz),95065,1433,17.78,17.78,44081250.0,49975.0949435575,1756054260270,Synapse54,1756054260270,Synapse54
1369,95066 (Scotts Valley),95066,3040,20.49,20.49,70233750.0,51959.376262143385,1756054260270,Synapse54,1756054260270,Synapse54
1370,95070 (Saratoga),95070,5539,17.97,17.97,105907500.0,75894.75989039351,1756054260270,Synapse54,1756054260270,Synapse54
1371,95073 (Soquel),95073,1736,17.43,17.43,64752500.0,48424.508487509185,1756054260270,Synapse54,1756054260270,Synapse54
1372,95075 (Tres Pinos),95075,66,14.77,14.77,15140000.0,25321.66870925112,1756054260270,Synapse54,1756054260270,Synapse54
1373,95076 (Watsonville),95076,20962,26.0,26.0,547181202.8828125,209097.8117276596,1756054260270,Synapse54,1756054260270,Synapse54
1374,95110 (San Jose),95110,5996,26.55,26.55,18821250.0,37872.714303980494,1756054260270,Synapse54,1756054260270,Synapse54
1375,95111 (San Jose),95111,13676,24.2,24.2,23545000.0,27727.413934021675,1756054260270,Synapse54,1756054260270,Synapse54
1376,95112 (San Jose),95112,17645,28.16,28.16,28413750.0,42576.92091859367,1756054260270,Synapse54,1756054260270,Synapse54
1377,95113 (San Jose),95113,1316,26.12,26.12,1572500.0,12509.908716221269,1756054260270,Synapse54,1756054260270,Synapse54
1378,95116 (San Jose),95116,13997,26.43,26.43,15091250.0,19194.42431565609,1756054260270,Synapse54,1756054260270,Synapse54
1379,95117 (San Jose),95117,7797,23.59,23.59,10040000.0,13563.066914427814,1756054260270,Synapse54,1756054260270,Synapse54
1380,95118 (San Jose),95118,6960,21.62,21.62,16748750.0,20790.016909650214,1756054260270,Synapse54,1756054260270,Synapse54
1381,95119 (San Jose),95119,2275,20.01,20.01,10150000.0,15824.832052249589,1756054260270,Synapse54,1756054260270,Synapse54
1382,95120 (San Jose),95120,6945,19.23,19.23,115900000.0,62423.60273330358,1756054260270,Synapse54,1756054260270,Synapse54
1383,95121 (San Jose),95121,6843,19.72,19.72,17627500.0,24974.05254817463,1756054260270,Synapse54,1756054260270,Synapse54
1384,95122 (San Jose),95122,13261,25.24,25.24,19180000.0,24679.033556375616,1756054260270,Synapse54,1756054260270,Synapse54
1385,95123 (San Jose),95123,14114,21.01,21.01,30756250.0,28965.20550065298,1756054260270,Synapse54,1756054260270,Synapse54
1386,95124 (San Jose),95124,10417,21.44,21.44,26415000.0,35812.08785219395,1756054260270,Synapse54,1756054260270,Synapse54
1387,95125 (San Jose),95125,10313,19.65,19.65,31215000.0,31565.90746691394,1756054260270,Synapse54,1756054260270,Synapse54
1388,95126 (San Jose),95126,10998,26.37,26.37,13606250.0,26032.288251099842,1756054260270,Synapse54,1756054260270,Synapse54
1389,95127 (San Jose),95127,12789,22.15,22.15,61596250.0,61539.14285612651,1756054260270,Synapse54,1756054260270,Synapse54
1390,95128 (San Jose),95128,7423,21.54,21.54,15611250.0,23082.618138712827,1756054260270,Synapse54,1756054260270,Synapse54
1391,95129 (San Jose),95129,8484,21.55,21.55,17525000.0,23718.872866454236,1756054260270,Synapse54,1756054260270,Synapse54
1392,95130 (San Jose),95130,2664,20.31,20.31,6727500.0,20078.367663288223,1756054260270,Synapse54,1756054260270,Synapse54
1393,95131 (San Jose),95131,6165,19.31,19.31,24108750.0,25856.419197457373,1756054260270,Synapse54,1756054260270,Synapse54
1394,95132 (San Jose),95132,7257,18.74,18.74,67500000.0,43962.26172469848,1756054260270,Synapse54,1756054260270,Synapse54
1395,95133 (San Jose),95133,6102,21.02,21.02,13456250.0,17424.397731506586,1756054260270,Synapse54,1756054260270,Synapse54
1396,95134 (San Jose),95134,10411,36.62,36.62,39288750.0,44428.56868248859,1756054260270,Synapse54,1756054260270,Synapse54
1397,95135 (San Jose),95135,4044,19.96,19.96,112580000.0,62404.64123578639,1756054260270,Synapse54,1756054260270,Synapse54
1398,95136 (San Jose),95136,9582,21.34,21.34,22698750.0,22943.709242264922,1756054260270,Synapse54,1756054260270,Synapse54
1399,95138 (San Jose),95138,3854,20.95,20.95,104273750.0,54173.82606581539,1756054260270,Synapse54,1756054260270,Synapse54
1400,95139 (San Jose),95139,1350,19.87,19.87,6090000.0,11689.784500804102,1756054260270,Synapse54,1756054260270,Synapse54
1401,95140 (Mount Hamilton),95140,65,15.97,15.97,384943750.0,143521.2003116066,1756054260270,Synapse54,1756054260270,Synapse54
1402,95141 (San Jose),95141,8,26.67,26.67,9501250.0,21659.687460942012,1756054260270,Synapse54,1756054260270,Synapse54
1403,95148 (San Jose),95148,9035,20.7,20.7,38987500.0,34710.85621350365,1756054260270,Synapse54,1756054260270,Synapse54
1404,95192 (San Jose),95192,4008,95.79,95.79,537500.0,3059.578513849123,1756054260270,Synapse54,1756054260270,Synapse54
1405,95202 (Stockton),95202,1527,22.42,22.42,4191250.0,8872.64327375857,1756054260270,Synapse54,1756054260270,Synapse54
1406,95203 (Stockton),95203,4594,25.29,25.29,28541250.0,33953.41244620101,1756054260270,Synapse54,1756054260270,Synapse54
1407,95204 (Stockton),95204,7016,23.34,23.34,21938750.0,29805.002001321114,1756054260270,Synapse54,1756054260270,Synapse54
1408,95205 (Stockton),95205,11908,29.82,29.82,37618750.0,34186.86113131684,1756054260270,Synapse54,1756054260270,Synapse54
1409,95206 (Stockton),95206,21182,29.39,29.39,732466695.7226562,238425.08953483647,1756054260270,Synapse54,1756054260270,Synapse54
1410,95207 (Stockton),95207,13211,25.33,25.33,31347500.0,24061.943717001886,1756054260270,Synapse54,1756054260270,Synapse54
1411,95209 (Stockton),95209,11023,24.51,24.51,33943750.0,34313.51886867233,1756054260270,Synapse54,1756054260270,Synapse54
1412,95210 (Stockton),95210,11548,27.51,27.51,28723750.0,34335.52218713649,1756054260270,Synapse54,1756054260270,Synapse54
1413,95211 (Stockton),95211,1238,80.86,80.86,818750.0,4371.8356370893425,1756054260270,Synapse54,1756054260270,Synapse54
1414,95212 (Stockton),95212,8550,24.96,24.96,90276250.0,51469.02791582284,1756054260270,Synapse54,1756054260270,Synapse54
1415,95215 (Stockton),95215,7055,26.43,26.43,394213750.0,113509.54465943026,1756054260270,Synapse54,1756054260270,Synapse54
1416,95219 (Stockton),95219,7575,23.04,23.04,279824122.80859375,178749.15812766465,1756054260270,Synapse54,1756054260270,Synapse54
1417,95220 (Acampo),95220,1549,20.89,20.89,256686250.0,125871.80877102612,1756054260270,Synapse54,1756054260270,Synapse54
1418,95222 (Angels Camp),95222,907,16.35,16.35,439684500.0,150850.71139755216,1756054260270,Synapse54,1756054260270,Synapse54
1419,95223 (Arnold),95223,502,11.8,11.8,853170000.0,277631.58410817356,1756054260270,Synapse54,1756054260270,Synapse54
1420,95224 (Avery),95224,81,13.04,13.04,19138750.0,26741.109708950742,1756054260270,Synapse54,1756054260270,Synapse54
1421,95225 (Burson),95225,24,16.0,16.0,6565000.0,18952.897383069205,1756054260270,Synapse54,1756054260270,Synapse54
1422,95226 (Campo Seco),95226,9,18.0,18.0,16312500.0,19555.68235962441,1756054260270,Synapse54,1756054260270,Synapse54
1423,95227 (Clements),95227,138,19.57,19.57,104026250.0,50542.49875672118,1756054260270,Synapse54,1756054260270,Synapse54
1424,95228 (Copperopolis),95228,780,14.78,14.78,465918000.0,126142.00976249577,1756054260270,Synapse54,1756054260270,Synapse54
1425,95230 (Farmington),95230,212,21.31,21.31,655757500.0,215593.54785855138,1756054260270,Synapse54,1756054260270,Synapse54
1426,95231 (French Camp),95231,1426,30.69,30.69,42151250.0,38459.797514065256,1756054260270,Synapse54,1756054260270,Synapse54
1427,95232 (Glencoe),95232,23,8.13,8.13,32872500.0,28002.730957535136,1756054260270,Synapse54,1756054260270,Synapse54
1428,95236 (Linden),95236,1029,22.05,22.05,590838750.0,144437.56742153876,1756054260270,Synapse54,1756054260270,Synapse54
1429,95237 (Lockeford),95237,726,21.62,21.62,53038750.0,41855.59841112344,1756054260270,Synapse54,1756054260270,Synapse54
1430,95240 (Lodi),95240,12243,24.99,24.99,271697500.0,129414.12093028323,1756054260270,Synapse54,1756054260270,Synapse54
1431,95242 (Lodi),95242,6199,20.08,20.08,514797500.0,142314.40654369505,1756054260270,Synapse54,1756054260270,Synapse54
1432,95245 (Mokelumne Hill),95245,314,14.28,14.28,246500000.0,167799.2240930564,1756054260270,Synapse54,1756054260270,Synapse54
1433,95246 (Mountain Ranch),95246,155,12.1,12.1,300903750.0,155985.91744224896,1756054260270,Synapse54,1756054260270,Synapse54
1434,95247 (Murphys),95247,508,12.71,12.71,210182500.0,128237.21647112221,1756054260270,Synapse54,1756054260270,Synapse54
1435,95248 (Rail Road Flat),95248,51,11.92,11.92,269016250.0,125831.65568460984,1756054260270,Synapse54,1756054260270,Synapse54
1436,95249 (San Andreas),95249,740,18.3,18.3,295873750.0,144507.11809474317,1756054260270,Synapse54,1756054260270,Synapse54
1437,95251 (Vallecito),95251,112,15.28,15.28,24076250.0,32576.345714834246,1756054260270,Synapse54,1756054260270,Synapse54
1438,95252 (Valley Springs),95252,2651,17.16,17.16,742363750.0,218403.1196745498,1756054260270,Synapse54,1756054260270,Synapse54
1439,95253 (Victor),95253,13,20.97,20.97,176250.0,1876.0725631642915,1756054260270,Synapse54,1756054260270,Synapse54
1440,95555 (Orick),95555,70,20.0,20.0,403261250.0,96434.3067568054,1756054260270,Synapse54,1756054260270,Synapse54
1441,95556 (Orleans),95556,105,19.85,19.85,340331250.0,135306.3609912764,1756054260270,Synapse54,1756054260270,Synapse54
1442,95558 (Petrolia),95558,84,15.64,15.64,485215000.0,143750.3595794401,1756054260270,Synapse54,1756054260270,Synapse54
1443,95560 (Redway),95560,149,18.15,18.15,74698750.0,76643.54319942599,1756054260270,Synapse54,1756054260270,Synapse54
1444,95562 (Rio Dell),95562,731,21.51,21.51,65412500.0,42521.21574108776,1756054260270,Synapse54,1756054260270,Synapse54
1445,95563 (Salyer),95563,133,16.08,16.08,576823750.0,167707.18547169448,1756054260270,Synapse54,1756054260270,Synapse54
1446,95564 (Samoa),95564,84,19.27,19.27,13613750.0,26794.81083986442,1756054260270,Synapse54,1756054260270,Synapse54
1447,95565 (Scotia),95565,180,21.98,21.98,258228750.0,102804.59030537795,1756054260270,Synapse54,1756054260270,Synapse54
1448,95567 (Smith River),95567,302,16.04,16.04,207543750.0,80206.21304207419,1756054260270,Synapse54,1756054260270,Synapse54
1449,95568 (Somes Bar),95568,50,21.46,21.46,4673847500.0,605193.3136278172,1756054260270,Synapse54,1756054260270,Synapse54
1450,95569 (Redcrest),95569,37,14.4,14.4,165897500.0,129291.58447790495,1756054260270,Synapse54,1756054260270,Synapse54
1451,95570 (Trinidad),95570,365,14.42,14.42,635026250.0,146218.21392926737,1756054260270,Synapse54,1756054260270,Synapse54
1452,95571 (Weott),95571,43,19.03,19.03,5066250.0,13747.213840738383,1756054260270,Synapse54,1756054260270,Synapse54
1453,95573 (Willow Creek),95573,289,17.09,17.09,280951250.0,116185.9885209529,1756054260270,Synapse54,1756054260270,Synapse54
1454,95585 (Leggett),95585,69,16.35,16.35,411372500.0,173441.61489266442,1756054260270,Synapse54,1756054260270,Synapse54
1455,95587 (Piercy),95587,64,15.96,15.96,806586250.0,274537.39875070145,1756054260270,Synapse54,1756054260270,Synapse54
1456,95589 (Whitethorn),95589,150,13.25,13.25,452888750.0,202530.95821566417,1756054260270,Synapse54,1756054260270,Synapse54
1457,95595 (Zenia),95595,20,14.49,14.49,771378750.0,234498.72299648833,1756054260270,Synapse54,1756054260270,Synapse54
1458,95601 (Amador City),95601,30,12.82,12.82,6330000.0,12105.46669208914,1756054260270,Synapse54,1756054260270,Synapse54
1459,95602 (Auburn),95602,3105,16.54,16.54,228861250.0,101643.44572394979,1756054260270,Synapse54,1756054260270,Synapse54
1460,95603 (Auburn),95603,4866,17.69,17.69,167436250.0,124389.16598712743,1756054260270,Synapse54,1756054260270,Synapse54
1461,95605 (West Sacramento),95605,4082,24.92,24.92,17493750.0,21649.646815072476,1756054260270,Synapse54,1756054260270,Synapse54
1462,95606 (Brooks),95606,56,14.14,14.14,313933632.3515625,122592.91858248548,1756054260270,Synapse54,1756054260270,Synapse54
1463,95607 (Capay),95607,32,14.16,14.16,244283750.0,106556.43603272011,1756054260270,Synapse54,1756054260270,Synapse54
1464,95608 (Carmichael),95608,13039,20.32,20.32,55537500.0,43402.52086278619,1756054260270,Synapse54,1756054260270,Synapse54
1465,95610 (Citrus Heights),95610,10380,22.35,22.35,32896250.0,28040.05707323537,1756054260270,Synapse54,1756054260270,Synapse54
1466,95612 (Clarksburg),95612,276,22.94,22.94,238371250.0,80438.93945796073,1756054260270,Synapse54,1756054260270,Synapse54
1467,95614 (Cool),95614,540,15.03,15.03,129770000.0,67341.17923520946,1756054260270,Synapse54,1756054260270,Synapse54
1468,95615 (Courtland),95615,201,24.48,24.48,89042500.0,60558.69069895695,1756054260270,Synapse54,1756054260270,Synapse54
1469,95616 (Davis),95616,29506,55.29,55.29,134648750.0,90621.12669147256,1756054260270,Synapse54,1756054260270,Synapse54
1470,95618 (Davis),95618,8714,30.32,30.32,177263750.0,69347.3963329033,1756054260270,Synapse54,1756054260270,Synapse54
1471,95619 (Diamond Springs),95619,806,19.44,19.44,22715000.0,33728.03559781899,1756054260270,Synapse54,1756054260270,Synapse54
1472,95620 (Dixon),95620,5871,23.19,23.19,975333750.0,186668.8505655002,1756054260270,Synapse54,1756054260270,Synapse54
1473,95621 (Citrus Heights),95621,8088,19.28,19.28,28373750.0,29276.72198823885,1756054260270,Synapse54,1756054260270,Synapse54
1474,95623 (El Dorado),95623,660,14.64,14.64,198198750.0,82806.17082046167,1756054260270,Synapse54,1756054260270,Synapse54
1475,95624 (Elk Grove),95624,15514,22.77,22.77,207263750.0,93810.86932776653,1756054260270,Synapse54,1756054260270,Synapse54
1476,95626 (Elverta),95626,1089,18.81,18.81,75273750.0,62281.27003794675,1756054260270,Synapse54,1756054260270,Synapse54
1477,95627 (Esparto),95627,864,23.05,23.05,209278750.0,98626.89718637253,1756054260270,Synapse54,1756054260270,Synapse54
1478,95628 (Fair Oaks),95628,7642,17.83,17.83,56452500.0,46956.85701374299,1756054260270,Synapse54,1756054260270,Synapse54
1479,95629 (Fiddletown),95629,107,9.61,9.61,234036250.0,110645.35868494297,1756054260270,Synapse54,1756054260270,Synapse54
1480,95630 (Folsom),95630,21633,22.3,22.3,127757500.0,57246.472775733644,1756054260270,Synapse54,1756054260270,Synapse54
1481,95631 (Foresthill),95631,912,14.9,14.9,2111276250.0,330044.8677382154,1756054260270,Synapse54,1756054260270,Synapse54
1482,95632 (Galt),95632,7699,23.19,23.19,467006250.0,176163.14787131862,1756054260270,Synapse54,1756054260270,Synapse54
1483,95633 (Garden Valley),95633,423,14.16,14.16,138535000.0,100303.45200139942,1756054260270,Synapse54,1756054260270,Synapse54
1484,95634 (Georgetown),95634,477,16.87,16.87,586331250.0,206170.1615135614,1756054260270,Synapse54,1756054260270,Synapse54
1485,95635 (Greenwood),95635,201,15.83,15.83,73238750.0,72536.78177776521,1756054260270,Synapse54,1756054260270,Synapse54
1486,95636 (Grizzly Flats),95636,126,15.63,15.63,192052500.0,106429.58745286285,1756054260270,Synapse54,1756054260270,Synapse54
1487,95637 (Guinda),95637,40,17.86,17.86,14013750.0,33016.722105437475,1756054260270,Synapse54,1756054260270,Synapse54
1488,95638 (Herald),95638,445,19.84,19.84,330088750.0,107261.8281987377,1756054260270,Synapse54,1756054260270,Synapse54
1489,95640 (Ione),95640,2479,17.51,17.51,549381250.0,136251.31015715358,1756054260270,Synapse54,1756054260270,Synapse54
1490,95641 (Isleton),95641,362,15.87,15.87,196952500.0,85972.09282036728,1756054260270,Synapse54,1756054260270,Synapse54
1491,95642 (Jackson),95642,1189,15.52,15.52,269095000.0,117303.75859031816,1756054260270,Synapse54,1756054260270,Synapse54
1492,95645 (Knights Landing),95645,312,21.53,21.53,601513750.0,179668.49950558136,1756054260270,Synapse54,1756054260270,Synapse54
1493,95648 (Lincoln),95648,12866,19.8,19.8,598452500.0,158580.00192482027,1756054260270,Synapse54,1756054260270,Synapse54
1494,95650 (Loomis),95650,2791,20.01,20.01,105892500.0,77784.2435391666,1756054260270,Synapse54,1756054260270,Synapse54
1495,95651 (Lotus),95651,161,15.33,15.33,90150000.0,70266.25800352584,1756054260270,Synapse54,1756054260270,Synapse54
1496,95652 (McClellan),95652,357,27.17,27.17,17265000.0,25118.99162198002,1756054260270,Synapse54,1756054260270,Synapse54
1497,95653 (Madison),95653,133,27.54,27.54,30662500.0,27328.069822355345,1756054260270,Synapse54,1756054260270,Synapse54
1498,95655 (Mather),95655,1237,22.9,22.9,32498750.0,28625.206817819926,1756054260270,Synapse54,1756054260270,Synapse54
1499,95658 (Newcastle),95658,1145,16.7,16.7,107123750.0,80971.69854625707,1756054260270,Synapse54,1756054260270,Synapse54
1500,95659 (Nicolaus),95659,139,18.39,18.39,207825000.0,88509.42595435788,1756054260270,Synapse54,1756054260270,Synapse54
1501,95660 (North Highlands),95660,8869,25.13,25.13,26956250.0,34400.86018467556,1756054260270,Synapse54,1756054260270,Synapse54
1502,95661 (Roseville),95661,7013,20.68,20.68,37770000.0,28654.20341977457,1756054260270,Synapse54,1756054260270,Synapse54
1503,95662 (Orangevale),95662,6132,19.26,19.26,46663750.0,39046.453534486136,1756054260270,Synapse54,1756054260270,Synapse54
1504,95663 (Penryn),95663,625,18.89,18.89,35065000.0,43195.3209953149,1756054260270,Synapse54,1756054260270,Synapse54
1505,95664 (Pilot Hill),95664,198,14.83,14.83,193192500.0,98449.49559729802,1756054260270,Synapse54,1756054260270,Synapse54
1506,95665 (Pine Grove),95665,685,14.13,14.13,93128750.0,81081.28753298364,1756054260270,Synapse54,1756054260270,Synapse54
1507,95666 (Pioneer),95666,695,12.1,12.1,1036773750.0,221211.86314134565,1756054260270,Synapse54,1756054260270,Synapse54
1508,95667 (Placerville),95667,6172,16.56,16.56,741970000.0,258073.8485237631,1756054260270,Synapse54,1756054260270,Synapse54
1509,95668 (Pleasant Grove),95668,153,19.27,19.27,272217500.0,135943.76271137001,1756054260270,Synapse54,1756054260270,Synapse54
1510,95669 (Plymouth),95669,499,16.53,16.53,367658750.0,115651.07854216412,1756054260270,Synapse54,1756054260270,Synapse54
1511,95670 (Rancho Cordova),95670,12948,21.78,21.78,55205000.0,48817.061498777875,1756054260270,Synapse54,1756054260270,Synapse54
1512,95672 (Rescue),95672,907,18.55,18.55,90327750.0,65814.5786662262,1756054260270,Synapse54,1756054260270,Synapse54
1513,95673 (Rio Linda),95673,3495,21.63,21.63,58522500.0,42619.8173565018,1756054260270,Synapse54,1756054260270,Synapse54
1514,95674 (Rio Oso),95674,177,22.63,22.63,136590000.0,56998.426718015304,1756054260270,Synapse54,1756054260270,Synapse54
1515,95676 (Robbins),95676,56,27.59,27.59,4867500.0,9077.601539022937,1756054260270,Synapse54,1756054260270,Synapse54
1516,95677 (Rocklin),95677,6549,20.88,20.88,38355000.0,32731.03687624511,1756054260270,Synapse54,1756054260270,Synapse54
1517,95678 (Roseville),95678,10301,23.06,23.06,51355000.0,39259.433649821345,1756054260270,Synapse54,1756054260270,Synapse54
1518,95679 (Rumsey),95679,2,6.06,6.06,111148750.0,75044.38352411913,1756054260270,Synapse54,1756054260270,Synapse54
1519,95681 (Sheridan),95681,253,19.77,19.77,86680000.0,48221.185050225344,1756054260270,Synapse54,1756054260270,Synapse54
1520,95682 (Shingle Springs),95682,5554,18.94,18.94,369791923.078125,114766.97654648358,1756054260270,Synapse54,1756054260270,Synapse54
1521,95683 (Sloughhouse),95683,1192,17.09,17.09,414408750.0,110578.1994438795,1756054260270,Synapse54,1756054260270,Synapse54
1522,95684 (Somerset),95684,367,12.44,12.44,758607500.0,229950.84107323727,1756054260270,Synapse54,1756054260270,Synapse54
1523,95685 (Sutter Creek),95685,806,16.29,16.29,208512500.0,120445.10463981802,1756054260270,Synapse54,1756054260270,Synapse54
1524,95686 (Thornton),95686,332,26.18,26.18,60627500.0,40304.809750551685,1756054260270,Synapse54,1756054260270,Synapse54
1525,95687 (Vacaville),95687,16499,22.12,22.12,185956250.0,85468.00842197919,1756054260270,Synapse54,1756054260270,Synapse54
1526,95688 (Vacaville),95688,8382,21.07,21.07,384681250.0,99713.61683623362,1756054260270,Synapse54,1756054260270,Synapse54
1527,95689 (Volcano),95689,124,8.56,8.56,93626250.0,76591.97569626845,1756054260270,Synapse54,1756054260270,Synapse54
1528,95690 (Walnut Grove),95690,507,21.5,21.5,230035000.0,101880.10125470505,1756054260270,Synapse54,1756054260270,Synapse54
1529,95691 (West Sacramento),95691,9683,22.88,22.88,183046250.0,131557.66756238573,1756054260270,Synapse54,1756054260270,Synapse54
1530,95692 (Wheatland),95692,1258,22.86,22.86,239946250.0,87510.99794697443,1756054260270,Synapse54,1756054260270,Synapse54
1531,95693 (Wilton),95693,1479,20.11,20.11,265478750.0,98687.17753896085,1756054260270,Synapse54,1756054260270,Synapse54
1532,95694 (Winters),95694,2496,23.47,23.47,589027500.0,154700.07283770727,1756054260270,Synapse54,1756054260270,Synapse54
1533,95695 (Woodland),95695,8265,22.46,22.46,598341250.0,150392.19998568163,1756054260270,Synapse54,1756054260270,Synapse54
1534,95697 (Yolo),95697,91,23.33,23.33,5971250.0,11143.555575951654,1756054260270,Synapse54,1756054260270,Synapse54
1535,95698 (Zamora),95698,42,19.27,19.27,161382500.0,85669.54636741373,1756054260270,Synapse54,1756054260270,Synapse54
1536,95699 (Drytown),95699,23,17.69,17.69,4217500.0,10735.845092262689,1756054260270,Synapse54,1756054260270,Synapse54
1537,95701 (Alta),95701,120,14.93,14.93,129983750.0,69467.05814686036,1756054260270,Synapse54,1756054260270,Synapse54
1538,95703 (Applegate),95703,311,16.27,16.27,25722500.0,44425.90323049593,1756054260270,Synapse54,1756054260270,Synapse54
1539,95709 (Camino),95709,809,15.28,15.28,97750000.0,69060.0265209801,1756054260270,Synapse54,1756054260270,Synapse54
1540,95713 (Colfax),95713,1632,16.79,16.79,269546250.0,125409.20624074142,1756054260270,Synapse54,1756054260270,Synapse54
1541,95714 (Dutch Flat),95714,87,16.17,16.17,29223750.0,32680.389778074757,1756054260270,Synapse54,1756054260270,Synapse54
1542,95715 (Emigrant Gap),95715,2,6.25,6.25,259633750.0,85616.61308520344,1756054260270,Synapse54,1756054260270,Synapse54
1543,95717 (Gold Run),95717,32,15.61,15.61,33502500.0,40446.37494150149,1756054260270,Synapse54,1756054260270,Synapse54
1544,95720 (Kyburz),95720,19,13.38,13.38,569225000.0,147060.5783741985,1756054260270,Synapse54,1756054260270,Synapse54
1545,95721 (Echo Lake),95721,0,0.0,0.0,37112500.0,52893.30918536356,1756054260270,Synapse54,1756054260270,Synapse54
1546,95722 (Meadow Vista),95722,836,16.69,16.69,43040000.0,37610.80849615442,1756054260270,Synapse54,1756054260270,Synapse54
1547,95724 (Norden),95724,42,13.86,13.86,394758750.0,154010.75612850356,1756054260270,Synapse54,1756054260270,Synapse54
1548,95726 (Pollock Pines),95726,1326,15.87,15.87,766645000.0,188146.019518101,1756054260270,Synapse54,1756054260270,Synapse54
1549,95728 (Soda Springs),95728,57,18.27,18.27,944620000.0,206119.98424912288,1756054260270,Synapse54,1756054260270,Synapse54
1550,95735 (Twin Bridges),95735,23,15.54,15.54,73517500.0,44374.04305419107,1756054260270,Synapse54,1756054260270,Synapse54
1551,95736 (Weimar),95736,93,26.8,26.8,860000.0,4039.8951799861684,1756054260270,Synapse54,1756054260270,Synapse54
1552,95742 (Rancho Cordova),95742,5494,22.01,22.01,181076250.0,59891.622485113556,1756054260270,Synapse54,1756054260270,Synapse54
1553,95746 (Granite Bay),95746,4352,18.55,18.55,102645000.0,50495.08374198652,1756054260270,Synapse54,1756054260270,Synapse54
1554,95747 (Roseville),95747,20348,20.28,20.28,194752500.0,74752.54964226934,1756054260270,Synapse54,1756054260270,Synapse54
1555,95757 (Elk Grove),95757,15427,23.94,23.94,302017500.0,85390.25749803706,1756054260270,Synapse54,1756054260270,Synapse54
1556,95758 (Elk Grove),95758,15033,23.0,23.0,56013750.0,40211.81952514166,1756054260270,Synapse54,1756054260270,Synapse54
1557,95762 (El Dorado Hills),95762,10644,20.19,20.19,188309326.921875,91756.12359542721,1756054260270,Synapse54,1756054260270,Synapse54
1558,95765 (Rocklin),95765,12079,25.58,25.58,48487500.0,35207.16919007471,1756054260270,Synapse54,1756054260270,Synapse54
1559,95776 (Woodland),95776,7511,24.53,24.53,443105000.0,114050.47112848745,1756054260270,Synapse54,1756054260270,Synapse54
1560,95811 (Sacramento),95811,4470,27.2,27.2,9253750.0,21846.504392319293,1756054260270,Synapse54,1756054260270,Synapse54
1561,95814 (Sacramento),95814,5354,30.22,30.22,6848750.0,11778.702563910118,1756054260270,Synapse54,1756054260270,Synapse54
1562,95815 (Sacramento),95815,8099,26.67,26.67,31427500.0,26061.897549098183,1756054260270,Synapse54,1756054260270,Synapse54
