OBJECTID,name,address,locality,region,postcode,country,fsq_category,fsq_category_all,INDUSTRY_DESC,source,esri_pid,DESC_,LATITUDE,LONGITUDE,CreationDate,Creator,EditDate,Editor
387,H&R Block,5460 E Busch Blvd,Temple Terrace,FL,33617,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,b6b1f6227534eba0da2afe848a367da6,"H&R Block, 5460 E Busch Blvd, Temple Terrace, FL",28.033703360340063,-82.3944444996888,1754588154609,Synapse54,1754588154609,Synapse54
388,H&R Block,824 US Highway 27 S,Avon Park,FL,33825,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,115c4da32b707b92395ac59a589d18c4,"H&R Block, 824 US Highway 27 S, Avon Park, FL",27.586282779339783,-81.51586746791256,1754588154609,Synapse54,1754588154609,Synapse54
389,H&R Block,520 W State Road 436 Ste 1110,Altamonte Springs,FL,32714,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,428087430ddd6b03c6eef0c86e933c01,"H&R Block, 520 W State Road 436 Ste 1110, Altamonte Springs, FL",28.66110170566566,-81.4030374090388,1754588154609,Synapse54,1754588154609,Synapse54
390,H&R Block,3531 Wedgewood Ln,The Villages,FL,32162,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,328a7130a2ded934ebc2075755805082,"H&R Block, 3531 Wedgewood Ln, The Villages, FL",28.929421386328514,-82.01512316971242,1754588154609,Synapse54,1754588154609,Synapse54
391,H&R Block,13854 SW 56th St,Miami,FL,33175,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,69549e10b9dbbaf96dfa20c197d27525,"H&R Block, 13854 SW 56th St, Miami, FL",25.712272408786827,-80.41822228170778,1754588154609,Synapse54,1754588154609,Synapse54
392,H&R Block,9960 Business Cir,Naples,FL,34112,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,9a82aef1dac256c28a6f3a406f9254d5,"H&R Block, 9960 Business Cir, Naples, FL",26.150916465297424,-81.68917083161394,1754588154609,Synapse54,1754588154609,Synapse54
393,H&R Block,9549 Westview Dr,Coral Springs,FL,33076,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,c62a5c789ce36dffa473b13310c1fd3e,"H&R Block, 9549 Westview Dr, Coral Springs, FL",26.300074581247404,-80.25235805641874,1754588154609,Synapse54,1754588154609,Synapse54
394,H&R Block,2587 S US Highway 1,Fort Pierce,FL,34982,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,bb588f09d48e9710e4e9a640af5d6538,"H&R Block, 2587 S US Highway 1, Fort Pierce, FL",27.421820577982896,-80.3263765858001,1754588154609,Synapse54,1754588154609,Synapse54
395,H&R Block,5203 S John Young Pkwy,Orlando,FL,32839,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,a2d452f6d75c2f02e4b7d576c78bc8c3,"H&R Block, 5203 S John Young Pkwy, Orlando, FL",28.48829887810728,-81.41536362783678,1754588154609,Synapse54,1754588154609,Synapse54
396,H&R Block,1063 SW 27th Ave,Miami,FL,33135,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,1ee5f7d311ed7cdb49086150d326009d,"H&R Block, 1063 SW 27th Ave, Miami, FL",25.7625421070177,-80.23848413740423,1754588154609,Synapse54,1754588154609,Synapse54
397,H&R Block,881 E Bloomingdale Ave,Brandon,FL,33511,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,0535931d8d7e9aa62af5a72c74fe815d,"H&R Block, 881 E Bloomingdale Ave, Brandon, FL",27.89141009321694,-82.27257666411641,1754588154609,Synapse54,1754588154609,Synapse54
398,H&R Block,18846 US Highway 441,Mount Dora,FL,32757,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,7949247e1f2d90f19629028708bafba0,"H&R Block, 18846 US Highway 441, Mount Dora, FL",28.822794052840393,-81.64462783860647,1754588154609,Synapse54,1754588154609,Synapse54
399,H&R Block,541 US Highway 41 Byp N,Venice,FL,34285,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,2fd026f5500f6f7d949b7b014f9f83cf,"H&R Block, 541 US Highway 41 Byp N, Venice, FL",27.10630750367565,-82.43955235963514,1754588154609,Synapse54,1754588154609,Synapse54
400,H&R Block,3213 SW Port St Lucie Blvd,Port Saint Lucie,FL,34953,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,01e8ff8a1e4897fb70d5111ca3c609e9,"H&R Block, 3213 SW Port St Lucie Blvd, Port Saint Lucie, FL",27.24882920620336,-80.3745679030777,1754588154609,Synapse54,1754588154609,Synapse54
401,H&R Block,1456 E Hallandale Beach Blvd,Hallandale Beach,FL,33009,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,721f1ae822caefec8108eaa750589525,"H&R Block, 1456 E Hallandale Beach Blvd, Hallandale Beach, FL",25.98462327618158,-80.13307957872017,1754588154609,Synapse54,1754588154609,Synapse54
402,H&R Block,501 N Orlando Ave,Winter Park,FL,32789,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,a0e11063e9bea17125ad850013a34e30,"H&R Block, 501 N Orlando Ave, Winter Park, FL",28.60454222381984,-81.36791301912167,1754588154609,Synapse54,1754588154609,Synapse54
403,H&R Block,4131 S Tamiami Trl,Venice,FL,34293,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,d3e7cb44d9a3ae5a5f1d37dd1df1ff4e,"H&R Block, 4131 S Tamiami Trl, Venice, FL",27.051298042620477,-82.39567458616355,1754588154609,Synapse54,1754588154609,Synapse54
404,H&R Block,1007 Atlantic Blvd,Atlantic Beach,FL,32233,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,c92cc2e04da112ebe5812aca3b47fa39,"H&R Block, 1007 Atlantic Blvd, Atlantic Beach, FL",30.325576619986844,-81.41272332290993,1754588154609,Synapse54,1754588154609,Synapse54
405,H&R Block,19925 NW 2nd Ave,Miami Gardens,FL,33169,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,6a363419c3e5535cea9171fb6b4c837a,"H&R Block, 19925 NW 2nd Ave, Miami Gardens, FL",25.95780249432341,-80.20273978058367,1754588154609,Synapse54,1754588154609,Synapse54
406,H&R Block,8441 SW State Rd 200,Ocala,FL,34481,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,63343b3c7366cd39978ab44967426dd2,"H&R Block, 8441 SW State Rd 200, Ocala, FL",29.06541412207644,-82.27055479087214,1754588154609,Synapse54,1754588154609,Synapse54
407,H&R Block,6352-3 103rd St,Jacksonville,FL,32210,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,9b9c6fd7372d83d137042330b849771e,"H&R Block, 6352-3 103rd St, Jacksonville, FL",30.248304690358527,-81.74623242123074,1754588154609,Synapse54,1754588154609,Synapse54
408,H&R Block,2589 Jenks Ave,Panama City,FL,32405,US,"63be6904847c3692a84b9b3e, 63be6904847c3692a84b9b3d","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b3e","Business and Professional Services, Financial Service, Accounting and Bookkeeping Service",Foursquare,157d7903a72b826a0ef5f40510f36b97,"H&R Block, 2589 Jenks Ave, Panama City, FL",30.194894400075516,-85.66287280013506,1754588154609,Synapse54,1754588154609,Synapse54
409,H&R Block,629 E Atlantic Blvd,Pompano Beach,FL,33060,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,98fbba2e0eb12cae257d90f0cc3899a6,"H&R Block, 629 E Atlantic Blvd, Pompano Beach, FL",26.231977976624137,-80.11723045124549,1754588154609,Synapse54,1754588154609,Synapse54
410,H&R Block,4651 Babcock St NE Ste 13,Palm Bay,FL,32905,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,17421f68a7a6c9cc5a80b9513ac5627f,"H&R Block, 4651 Babcock St NE Ste 13, Palm Bay, FL",28.036718291818193,-80.62106072930663,1754588154609,Synapse54,1754588154609,Synapse54
411,H&R Block,1982 Pat Thomas Pkwy,Quincy,FL,32351,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,4e6fed59e53c5b9646cd652896f1dc18,"H&R Block, 1982 Pat Thomas Pkwy, Quincy, FL",30.556374951083246,-84.59369553789779,1754588154609,Synapse54,1754588154609,Synapse54
412,H&R Block,13971 N Cleveland Ave,North Fort Myers,FL,33903,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,33390aef8634314febf59ab008df4e4b,"H&R Block, 13971 N Cleveland Ave, North Fort Myers, FL",26.665667465022004,-81.89034799062186,1754588154609,Synapse54,1754588154609,Synapse54
413,H&R Block,4219 S Florida Ave,Lakeland,FL,33813,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,510c453b2d548d6765ee3bee2f440c47,"H&R Block, 4219 S Florida Ave, Lakeland, FL",27.98817438700634,-81.95737268815535,1754588154609,Synapse54,1754588154609,Synapse54
414,H&R Block,7856 Gall Blvd,Zephyrhills,FL,33541,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,2a4d2a536c83d8c5d9bac51ab40181b3,"H&R Block, 7856 Gall Blvd, Zephyrhills, FL",28.271953344073864,-82.18611687858007,1754588154609,Synapse54,1754588154609,Synapse54
415,H&R Block,"13648 State Rd 84, Bay 18",Davie,FL,33325,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,15f906a1f6959b87ff59bc20796e186a,"H&R Block, 13648 State Rd 84, Bay 18, Davie, FL",26.116494800183673,-80.33175901430144,1754588154609,Synapse54,1754588154609,Synapse54
416,H&R Block,6740 Memorial Hwy Ste 101,Tampa,FL,33615,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,be3ee59b53f141108cb9246314c2826f,"H&R Block, 6740 Memorial Hwy Ste 101, Tampa, FL",27.995491789203015,-82.58297053273522,1754588154609,Synapse54,1754588154609,Synapse54
417,H&R Block,3291 Cleveland Ave Ste C,Fort Myers,FL,33901,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,eab9380ead8b33a5fdec52d024497b6f,"H&R Block, 3291 Cleveland Ave Ste C, Fort Myers, FL",26.616899045205276,-81.87173359627606,1754588154609,Synapse54,1754588154609,Synapse54
418,H&R Block,340 Sebring Sq,Sebring,FL,33870,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,27151c7c237de6daa295b01d6bad5a4a,"H&R Block, 340 Sebring Sq, Sebring, FL",27.511765787941723,-81.49224025419412,1754588154609,Synapse54,1754588154609,Synapse54
419,H&R Block,414 Citi Ctr St,Winter Haven,FL,33880,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,4a2a3d35f3263853363be0571a9e11a6,"H&R Block, 414 Citi Ctr St, Winter Haven, FL",28.012220791889963,-81.72715323406538,1754588154609,Synapse54,1754588154609,Synapse54
420,H&R Block,8220 Mills Dr,Miami,FL,33183,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,45e38f832b3ef568c4d3e0f2cdb0e68d,"H&R Block, 8220 Mills Dr, Miami, FL",25.691259708361176,-80.38669648622499,1754588154609,Synapse54,1754588154609,Synapse54
421,H&R Block,3251 Hollywood Blvd,Hollywood,FL,33021,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,26e7c72ca75cf53243bc6f64bf410e6a,"H&R Block, 3251 Hollywood Blvd, Hollywood, FL",26.011347328662165,-80.17491136367371,1754588154609,Synapse54,1754588154609,Synapse54
422,H&R Block,11304 Sr 54,Trinity,FL,34655,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,cacad5df22a5e55b12cfb38ac06a4923,"H&R Block, 11304 Sr 54, Trinity, FL",28.190482681310385,-82.62815002883387,1754588154609,Synapse54,1754588154609,Synapse54
423,H&R Block,1150 N Main St,Gainesville,FL,32601,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,88b56fd1fa93653455ffc67cbf24d9e2,"H&R Block, 1150 N Main St, Gainesville, FL",29.662797637803198,-82.3259515669089,1754588154609,Synapse54,1754588154609,Synapse54
424,H&R Block,4600 Summerlin Rd Ste C-7-8,Fort Myers,FL,33919,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,2c1990736a3b5afa0bb878f2c2a66d64,"H&R Block, 4600 Summerlin Rd Ste C-7-8, Fort Myers, FL",26.595815057617074,-81.88507908671455,1754588154609,Synapse54,1754588154609,Synapse54
425,H&R Block,3802C S Dale Mabry Hwy,Tampa,FL,33611,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,57a4a25eead491bbc65a0f66fb4718de,"H&R Block, 3802C S Dale Mabry Hwy, Tampa, FL",27.90788796860602,-82.50256061587149,1754588154609,Synapse54,1754588154609,Synapse54
426,H&R Block,5800 Beach Blvd,Jacksonville,FL,32207,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,e0f54f7553bbda750e11744b73cbbddb,"H&R Block, 5800 Beach Blvd, Jacksonville, FL",30.29204501112468,-81.60532679286125,1754588154609,Synapse54,1754588154609,Synapse54
427,H&R Block,2615 Crawfordville Hwy,Crawfordville,FL,32327,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,d05d2140c913d091cb7baebfdeeea298,"H&R Block, 2615 Crawfordville Hwy, Crawfordville, FL",30.193642745676954,-84.37075521070847,1754588154609,Synapse54,1754588154609,Synapse54
428,H&R Block,5410 Murrell Rd Ste 215,Rockledge,FL,32955,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,e2bde7ab6d5a85a720db4c6984394886,"H&R Block, 5410 Murrell Rd Ste 215, Rockledge, FL",28.267099226037775,-80.72033437690645,1754588154609,Synapse54,1754588154609,Synapse54
429,H&R Block,3644 W Hillsboro Blvd,Deerfield Beach,FL,33442,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,86faed87418e0a1ee52d9a56b3168658,"H&R Block, 3644 W Hillsboro Blvd, Deerfield Beach, FL",26.31736692786928,-80.1535884256771,1754588154609,Synapse54,1754588154609,Synapse54
430,H&R Block,4883 Coconut Creek Pkwy,Coconut Creek,FL,33063,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,59b1956b01a7975b87d136dbe3d337fd,"H&R Block, 4883 Coconut Creek Pkwy, Coconut Creek, FL",26.24634385288958,-80.19003968655768,1754588154609,Synapse54,1754588154609,Synapse54
431,H&R Block,720 Cheney Hwy,Titusville,FL,32780,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,815b9c3c2222d3e5445377616f9382b2,"H&R Block, 720 Cheney Hwy, Titusville, FL",28.55900694062516,-80.80957954528803,1754588154609,Synapse54,1754588154609,Synapse54
432,H&R Block,1237 Cape Coral Pkwy E,Cape Coral,FL,33904,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,b29af87c074a1fc3a018dc0d41bfd4ab,"H&R Block, 1237 Cape Coral Pkwy E, Cape Coral, FL",26.562942769342673,-81.94872616010223,1754588154609,Synapse54,1754588154609,Synapse54
433,H&R Block,1425 W Granada Blvd,Ormond Beach,FL,32174,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,a0dc93af19ba313fae687855f107a72d,"H&R Block, 1425 W Granada Blvd, Ormond Beach, FL",29.260546932741153,-81.11020783833466,1754588154609,Synapse54,1754588154609,Synapse54
434,H&R Block,851 S State Road 434 Ste 1030,Altamonte Springs,FL,32714,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,ef889777acc1c1e869e44473b27ecc0d,"H&R Block, 851 S State Road 434 Ste 1030, Altamonte Springs, FL",28.645747109788246,-81.41186681701576,1754588154609,Synapse54,1754588154609,Synapse54
435,H&R Block,10643 Big Bend Rd Ste B216,Riverview,FL,33579,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,40889cb8cc7ed7b02ea8f9bdd77b7510,"H&R Block, 10643 Big Bend Rd Ste B216, Riverview, FL",27.790304565804988,-82.33347240170639,1754588154609,Synapse54,1754588154609,Synapse54
436,H&R Block,1924 NE 5th Ave,Boca Raton,FL,33431,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,8ee8dcad2aabfb710d5a10824eda645c,"H&R Block, 1924 NE 5th Ave, Boca Raton, FL",26.367245748732415,-80.07728453729715,1754588154609,Synapse54,1754588154609,Synapse54
437,H&R Block,2300 State Road 524 Ste 103,Cocoa,FL,32926,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,119f23b0d67397412c0f40be76042e3c,"H&R Block, 2300 State Road 524 Ste 103, Cocoa, FL",28.395187031806504,-80.76477196609004,1754588154609,Synapse54,1754588154609,Synapse54
438,H&R Block,418 Havendale Blvd,Auburndale,FL,33823,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,185d64c81a3837676cfc7a170af8a3e4,"H&R Block, 418 Havendale Blvd, Auburndale, FL",28.05222845884607,-81.77826367357112,1754588154609,Synapse54,1754588154609,Synapse54
439,H&R Block,13819 Walsingham Rd Ste D,Largo,FL,33774,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,f59dad36a72d52ee6aa6710944905351,"H&R Block, 13819 Walsingham Rd Ste D, Largo, FL",27.88168086473026,-82.83057980316555,1754588154609,Synapse54,1754588154609,Synapse54
440,H&R Block,913 Gulf Breeze Pkwy Ste 34,Gulf Breeze,FL,32561,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,ae30da6c48aeeb487de852cbbe3dfe5a,"H&R Block, 913 Gulf Breeze Pkwy Ste 34, Gulf Breeze, FL",30.357086505628526,-87.16174070916867,1754588154609,Synapse54,1754588154609,Synapse54
441,H&R Block,13833 Wellington Trce,Wellington,FL,33414,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,1900062f6d5ad4534f2a5e5d82d7cefa,"H&R Block, 13833 Wellington Trce, Wellington, FL",26.663255076869582,-80.26581031971358,1754588154609,Synapse54,1754588154609,Synapse54
442,H&R Block,6671 W Indiantown Rd,Jupiter,FL,33458,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,1750d4662d577d3e084e06df976145e3,"H&R Block, 6671 W Indiantown Rd, Jupiter, FL",26.935755841981013,-80.13501964867972,1754588154609,Synapse54,1754588154609,Synapse54
443,H&R Block,796 Beal Pkwy Ste 6,Fort Walton Beach,FL,32547,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,676f7f05dec5b9f5b8c2cdcc3fd7865b,"H&R Block, 796 Beal Pkwy Ste 6, Fort Walton Beach, FL",30.44686242110826,-86.63969692343198,1754588154609,Synapse54,1754588154609,Synapse54
444,H&R Block,12113 US Highway 19,Hudson,FL,34667,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,752476836d8d8c4e344c05216a81252f,"H&R Block, 12113 US Highway 19, Hudson, FL",28.33300997727486,-82.70147639910229,1754588154609,Synapse54,1754588154609,Synapse54
