OBJECTID,admin4_name,admin3_name,admin2_name,id,GENZ_CY,GENZ_CY_P,thematic_value,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor
1825,53572 (Mount Horeb),Dane County,Wisconsin,86275846fffffff,88,20.18,20.18,69227499.99609375,30991.487786795857,1758492366373,Synapse54,1758492366373,Synapse54
1826,53929 (Elroy),Monroe County,Wisconsin,86275e04fffffff,67,20.55,20.55,71480000.00390625,31488.319538612835,1758492366373,Synapse54,1758492366373,Synapse54
1827,54111 (Cecil),Oconto County,Wisconsin,862742237ffffff,101,18.07,18.07,76048749.9921875,32471.298833562476,1758492366373,Synapse54,1758492366373,Synapse54
1828,53517 (Blue Mounds),Iowa County,Wisconsin,862758477ffffff,34,15.74,15.74,69206249.99609375,30987.04298828339,1758492366373,Synapse54,1758492366373,Synapse54
1829,54162 (Pulaski),Oconto County,Wisconsin,862742247ffffff,456,24.99,24.99,75974999.99609375,32458.211033471285,1758492366373,Synapse54,1758492366373,Synapse54
1830,54642 (Melrose),Jackson County,Wisconsin,86275e527ffffff,155,21.47,21.47,72462500.0078125,31701.379847549444,1758492366373,Synapse54,1758492366373,Synapse54
1831,54162 (Pulaski),Brown County,Wisconsin,86274224fffffff,606,22.03,22.03,75206250.0,32292.658655221225,1758492366373,Synapse54,1758492366373,Synapse54
1832,53588 (Spring Green),Iowa County,Wisconsin,862758487ffffff,19,14.07,14.07,69182499.99609375,30979.588579485226,1758492366373,Synapse54,1758492366373,Synapse54
1833,53575 (Oregon),Dane County,Wisconsin,8627583b7ffffff,2286,22.14,22.14,68745000.00390625,30883.348317418793,1758492366373,Synapse54,1758492366373,Synapse54
1834,54162 (Pulaski),Shawano County,Wisconsin,862742257ffffff,288,23.38,23.38,75552500.00390625,32366.082540467243,1758492366373,Synapse54,1758492366373,Synapse54
1835,53533 (Dodgeville),Iowa County,Wisconsin,86275848fffffff,31,15.74,15.74,69515000.00390625,31053.05979045526,1758492366373,Synapse54,1758492366373,Synapse54
