OBJECTID,admin4_name,admin3_name,admin2_name,id,X9001_X,X9001_X_A,thematic_value,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor
2010,62810 (Belle Rive),Jefferson County,Illinois,862645607ffffff,503422,2996.56,2996.56,57203749.99609375,28180.860175053855,1758492626791,Synapse54,1758492626791,Synapse54
2011,61476 (Seaton),Henderson County,Illinois,86267548fffffff,45599,4145.36,4145.36,62437500.0,29441.964203031584,1758492626791,Synapse54,1758492626791,Synapse54
2012,62959 (Marion),Williamson County,Illinois,86264119fffffff,3241476,3617.72,3617.72,56747500.0,28067.30877769926,1758492626791,Synapse54,1758492626791,Synapse54
2013,62850 (Johnsonville),Wayne County,Illinois,8626450afffffff,170295,3339.12,3339.12,57257500.0,28196.234104264022,1758492626791,Synapse54,1758492626791,Synapse54
2014,62828 (Dahlgren),Hamilton County,Illinois,86264560fffffff,1019752,3399.17,3399.17,56767500.00390625,28075.93632644764,1758492626791,Synapse54,1758492626791,Synapse54
2015,62996 (Villa Ridge),Pulaski County,Illinois,86264168fffffff,127799,3042.83,3042.83,56287499.99609375,27949.166293526254,1758492626791,Synapse54,1758492626791,Synapse54
2016,62959 (Marion),Williamson County,Illinois,8626411a7ffffff,1210641,3613.85,3613.85,56747500.00390625,28067.30877769926,1758492626791,Synapse54,1758492626791,Synapse54
2017,52646 (Oakville),Louisa County,Iowa,862675497ffffff,34620,3462.0,3462.0,62620000.0,29479.448110220786,1758492626791,Synapse54,1758492626791,Synapse54
2018,62872 (Opdyke),Jefferson County,Illinois,862645617ffffff,881120,3969.01,3969.01,56767500.00390625,28075.936326447645,1758492626791,Synapse54,1758492626791,Synapse54
2019,62293 (Trenton),St. Clair County,Illinois,862640897ffffff,954251,3138.98,3138.98,58318749.9921875,28453.70389920944,1758492626791,Synapse54,1758492626791,Synapse54
2020,62922 (Creal Springs),Williamson County,Illinois,8626411afffffff,495127,3236.12,3236.12,56393750.00390625,27975.876284668324,1758492626791,Synapse54,1758492626791,Synapse54
2021,62964 (Mounds),Pulaski County,Illinois,862641697ffffff,187742,2289.54,2289.54,56558750.0,28020.430613929642,1758492626791,Synapse54,1758492626791,Synapse54
2022,62810 (Belle Rive),Jefferson County,Illinois,86264561fffffff,217948,3302.24,3302.24,57203749.99609375,28180.86017505385,1758492626791,Synapse54,1758492626791,Synapse54
2023,52646 (Oakville),Des Moines County,Iowa,86267549fffffff,120598,3654.48,3654.48,62418750.00390625,29435.494647208456,1758492626791,Synapse54,1758492626791,Synapse54
2024,62959 (Marion),Williamson County,Illinois,8626411b7ffffff,11900853,2562.08,2562.08,56747500.0,28067.308777699258,1758492626791,Synapse54,1758492626791,Synapse54
2025,62899 (Xenia),Wayne County,Illinois,8626450b7ffffff,145380,3545.85,3545.85,57257499.99609375,28196.234104264022,1758492626791,Synapse54,1758492626791,Synapse54
2026,62851 (Keenes),Wayne County,Illinois,862645627ffffff,137379,2747.58,2747.58,57136250.0078125,28165.404022584706,1758492626791,Synapse54,1758492626791,Synapse54
2027,62964 (Mounds),Pulaski County,Illinois,86264169fffffff,696989,1617.14,1617.14,56360000.0,27969.733047142992,1758492626791,Synapse54,1758492626791,Synapse54
2028,62938 (Golconda),Pope County,Illinois,862641337ffffff,968909,2516.65,2516.65,56142500.0,27918.795143747706,1758492626791,Synapse54,1758492626791,Synapse54
2029,61260 (Joy),Mercer County,Illinois,8626754a7ffffff,50121,2784.5,2784.5,62625000.0,29486.23496267462,1758492626791,Synapse54,1758492626791,Synapse54
2030,62828 (Dahlgren),Hamilton County,Illinois,86264562fffffff,144877,3449.45,3449.45,57064999.99609375,28148.293934259353,1758492626791,Synapse54,1758492626791,Synapse54
2031,62265 (New Baden),Clinton County,Illinois,86264089fffffff,6396545,4230.52,4230.52,58116250.0,28403.34886529782,1758492626791,Synapse54,1758492626791,Synapse54
