OBJECTID,admin4_name,admin3_name,admin2_name,id,TPOPK1,TPOPK1_P,thematic_value,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor
131,47613 (Elberfeld),Warrick County,Indiana,86266a8b7ffffff,0,0.0,0.0,56004999.99609375,27890.50745898393,1758491900577,Synapse54,1758491900577,Synapse54
132,46163 (New Palestine),Shelby County,Indiana,862a926a7ffffff,0,0.0,0.0,59463750.00390625,28732.669537286245,1758491900577,Synapse54,1758491900577,Synapse54
133,47601 (Boonville),Warrick County,Indiana,86266a8c7ffffff,0,0.0,0.0,55668750.0,27806.789679186422,1758491900577,Synapse54,1758491900577,Synapse54
134,46176 (Shelbyville),Shelby County,Indiana,862a926afffffff,0,0.0,0.0,59463749.99609375,28732.669537286245,1758491900577,Synapse54,1758491900577,Synapse54
135,47601 (Boonville),Spencer County,Indiana,86266a8cfffffff,0,0.0,0.0,55462500.00390625,27749.266215311018,1758491900577,Synapse54,1758491900577,Synapse54
136,46163 (New Palestine),Hancock County,Indiana,862a926b7ffffff,0,0.0,0.0,59464999.99609375,28732.835198957793,1758491900577,Synapse54,1758491900577,Synapse54
137,47601 (Boonville),Warrick County,Indiana,86266a8d7ffffff,0,0.0,0.0,55640000.00390625,27796.398334018122,1758491900577,Synapse54,1758491900577,Synapse54
138,46176 (Shelbyville),Shelby County,Indiana,862a926c7ffffff,0,0.0,0.0,59096250.0078125,28645.66326370592,1758491900577,Synapse54,1758491900577,Synapse54
139,47630 (Newburgh),Warrick County,Indiana,86266a8dfffffff,0,0.0,0.0,55639999.99609375,27796.398334018122,1758491900577,Synapse54,1758491900577,Synapse54
140,47522 (Crane),Martin County,Indiana,86266eb8fffffff,0,0.0,0.0,56977500.0078125,28129.145114449355,1758491900577,Synapse54,1758491900577,Synapse54
141,47601 (Boonville),Warrick County,Indiana,86266a8e7ffffff,0,0.0,0.0,55668750.00390625,27806.789679186422,1758491900577,Synapse54,1758491900577,Synapse54
142,46176 (Shelbyville),Shelby County,Indiana,862a926cfffffff,0,0.0,0.0,58909999.99609375,28598.645180353316,1758491900577,Synapse54,1758491900577,Synapse54
