OBJECTID,admin4_name,admin3_name,admin2_name,id,BABYBOOMCY,BABYBOOMCY_P,thematic_value,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor
792,54149 (Mountain),Oconto County,Wisconsin,862742157ffffff,82,48.24,48.24,77587500.00390625,32798.682396500524,1758492472594,Synapse54,1758492472594,Synapse54
793,53964 (Westfield),Marquette County,Wisconsin,86275c79fffffff,155,29.81,29.81,72235000.00390625,31652.405022026833,1758492472594,Synapse54,1758492472594,Synapse54
794,53594 (Waterloo),Jefferson County,Wisconsin,862758bafffffff,97,27.02,27.02,70082500.0,31179.573194373806,1758492472594,Synapse54,1758492472594,Synapse54
795,54149 (Mountain),Oconto County,Wisconsin,86274215fffffff,74,43.79,43.79,77108749.99609375,32699.078958492744,1758492472594,Synapse54,1758492472594,Synapse54
796,53964 (Westfield),Marquette County,Wisconsin,86275c7a7ffffff,57,29.84,29.84,72672499.99609375,31750.714589881816,1758492472594,Synapse54,1758492472594,Synapse54
797,53594 (Waterloo),Dane County,Wisconsin,862758bb7ffffff,61,22.26,22.26,69881250.0078125,31134.14385100568,1758492472594,Synapse54,1758492472594,Synapse54
798,54114 (Crivitz),Marinette County,Wisconsin,86274216fffffff,1,33.33,33.33,77400000.00390625,32757.135209038224,1758492472594,Synapse54,1758492472594,Synapse54
799,53964 (Westfield),Marquette County,Wisconsin,86275c7afffffff,60,31.09,31.09,72412500.0,31691.072500370763,1758492472594,Synapse54,1758492472594,Synapse54
800,53555 (Lodi),Columbia County,Wisconsin,862758c4fffffff,123,22.74,22.74,70236250.00390625,31211.53288087835,1758492472594,Synapse54,1758492472594,Synapse54
801,54491 (White Lake),Langlade County,Wisconsin,86274218fffffff,25,37.31,37.31,77527500.0,32785.01747824212,1758492472594,Synapse54,1758492472594,Synapse54
802,54930 (Coloma),Waushara County,Wisconsin,86275c7b7ffffff,177,32.84,32.84,72467499.9921875,31703.970092629992,1758492472594,Synapse54,1758492472594,Synapse54
