OBJECTID,admin4_name,admin3_name,admin2_name,id,TPOPK2,TPOPK2_P,thematic_value,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor
1025,62323 (Chambersburg),Pike County,Illinois,862671757ffffff,0,0.0,0.0,59967500.0,28849.99269233422,1758491880661,Synapse54,1758491880661,Synapse54
1026,62531 (Edinburg),Christian County,Illinois,8626448a7ffffff,0,0.0,0.0,58971250.0,28614.682482992925,1758491880661,Synapse54,1758491880661,Synapse54
1027,62995 (Vienna),Johnson County,Illinois,862641707ffffff,0,0.0,0.0,56660000.0,28043.06201170282,1758491880661,Synapse54,1758491880661,Synapse54
1028,62231 (Carlyle),Clinton County,Illinois,86264080fffffff,0,0.0,0.0,57944999.99609375,28359.658540410997,1758491880661,Synapse54,1758491880661,Synapse54
1029,61415 (Avon),Warren County,Illinois,8626756c7ffffff,0,0.0,0.0,61263750.00390625,29163.77102725753,1758491880661,Synapse54,1758491880661,Synapse54
1030,62956 (Karnak),Massac County,Illinois,86264170fffffff,0,0.0,0.0,56491250.0,27999.305825235093,1758491880661,Synapse54,1758491880661,Synapse54
1031,62849 (Iuka),Marion County,Illinois,862645567ffffff,0,0.0,0.0,57612500.0,28282.47999085674,1758491880661,Synapse54,1758491880661,Synapse54
1032,62908 (Belknap),Johnson County,Illinois,86264171fffffff,0,0.0,0.0,56291249.99609375,27954.178967247182,1758491880661,Synapse54,1758491880661,Synapse54
1033,62806 (Albion),Edwards County,Illinois,862645a8fffffff,0,0.0,0.0,56808750.0,28083.555516653818,1758491880661,Synapse54,1758491880661,Synapse54
1034,62230 (Breese),Clinton County,Illinois,862640817ffffff,0,0.0,0.0,57945000.0,28358.942990582444,1758491880661,Synapse54,1758491880661,Synapse54
1035,61470 (Prairie City),McDonough County,Illinois,8626756cfffffff,0,0.0,0.0,61136250.0078125,29131.86713006524,1758491880661,Synapse54,1758491880661,Synapse54
1036,62995 (Vienna),Johnson County,Illinois,86264172fffffff,0,0.0,0.0,56392499.9921875,27981.152492293433,1758491880661,Synapse54,1758491880661,Synapse54
1037,62849 (Iuka),Marion County,Illinois,86264556fffffff,0,0.0,0.0,57405000.00390625,28231.015249934626,1758491880661,Synapse54,1758491880661,Synapse54
1038,62960 (Metropolis),Massac County,Illinois,862641747ffffff,0,0.0,0.0,56291250.0,27954.178967247182,1758491880661,Synapse54,1758491880661,Synapse54
1039,62568 (Taylorville),Christian County,Illinois,8626448afffffff,0,0.0,0.0,58628750.0,28531.792056034672,1758491880661,Synapse54,1758491880661,Synapse54
1040,62230 (Breese),Clinton County,Illinois,86264081fffffff,0,0.0,0.0,57845000.0,28336.50193732946,1758491880661,Synapse54,1758491880661,Synapse54
