OBJECTID,DESCRIPTION,ID,P5YTENHHD,thematic_value,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor
1,"G0A (Sainte-Anne-De-Beaupre, QC)",G0A,40589,40589,72760823790.5,3028971.212854449,1753799558460,Synapse54,1753799558460,Synapse54
2,"G0C (New Richmond, QC)",G0C,22755,22755,22075337398.492188,967680.4043130332,1753799558460,Synapse54,1753799558460,Synapse54
3,"G0E (Grande-Vallee, QC)",G0E,2387,2387,17330251329.5,625766.1683453334,1753799558460,Synapse54,1753799558460,Synapse54
4,"G0G (Fermont, QC)",G0G,6903,6903,488246740388.7383,13452850.295035336,1753799558460,Synapse54,1753799558460,Synapse54
5,"G0H (Pessamit, QC)",G0H,4713,4713,123893631441.5,3217405.6747955983,1753799558460,Synapse54,1753799558460,Synapse54
6,"G0J (Causapscal, QC)",G0J,13762,13762,30795263589.0,1187342.219615261,1753799558460,Synapse54,1753799558460,Synapse54
7,"G0K (Sainte-Luce, QC)",G0K,5813,5813,8964482448.5,530269.0600895187,1753799558460,Synapse54,1753799558460,Synapse54
8,"G0L (Trois-Pistoles, QC)",G0L,27881,27881,23226305480.5,1017338.6635460304,1753799558460,Synapse54,1753799558460,Synapse54
9,"G0M (Saint-Prosper-De-Dorchester, QC)",G0M,15676,15676,6354665678.5,678703.1375911924,1753799558460,Synapse54,1753799558460,Synapse54
10,"G0N (Disraeli, QC)",G0N,9475,9475,3579667597.5,610336.508657239,1753799558460,Synapse54,1753799558460,Synapse54
11,"G0P (Ham-Nord, QC)",G0P,3073,3073,1964344449.0,415202.1877963802,1753799558460,Synapse54,1753799558460,Synapse54
12,"G0R (La Pocatiere, QC)",G0R,39002,39002,17275130739.5,769075.2097201231,1753799558460,Synapse54,1753799558460,Synapse54
13,"G0S (Saint-Apollinaire, QC)",G0S,33388,33388,7546000235.5,718279.0049398947,1753799558460,Synapse54,1753799558460,Synapse54
14,"G0T (Forestville, QC)",G0T,6356,6356,20313438075.0,1270528.890385615,1753799558460,Synapse54,1753799558460,Synapse54
15,"G0V (Saint-Honore-De-Chicoutimi, QC)",G0V,8714,8714,24624561090.5,1237538.7672922572,1753799558460,Synapse54,1753799558460,Synapse54
16,"G0W (Saint-Bruno-Lac-Saint-Jean, QC)",G0W,15660,15660,380327320475.0,4323366.579971259,1753799558460,Synapse54,1753799558460,Synapse54
17,"G0X (Notre-Dame-Du-Mont-Carmel, QC)",G0X,28229,28229,39978887685.5,2171889.905015521,1753799558460,Synapse54,1753799558460,Synapse54
18,"G0Y (Lac-Drolet, QC)",G0Y,4800,4800,3810924397.5,557635.8571484805,1753799558460,Synapse54,1753799558460,Synapse54
19,"G0Z (Daveluyville, QC)",G0Z,4160,4160,1313913827.0,254093.22841298912,1753799558460,Synapse54,1753799558460,Synapse54
20,"G1A (Quebec, QC)",G1A,0,0,82312.0,1266.954133788689,1753799558460,Synapse54,1753799558460,Synapse54
21,"G1B (Quebec, QC)",G1B,7315,7315,87273797.0,41431.67400838665,1753799558460,Synapse54,1753799558460,Synapse54
22,"G1C (Quebec, QC)",G1C,16961,16961,42832173.5,38990.399766328665,1753799558460,Synapse54,1753799558460,Synapse54
23,"G1E (Quebec, QC)",G1E,14866,14866,21963715.5,24460.60804483201,1753799558460,Synapse54,1753799558460,Synapse54
24,"G1G (Quebec, QC)",G1G,11900,11900,23261499.5,21244.010790424363,1753799558460,Synapse54,1753799558460,Synapse54
25,"G1H (Quebec, QC)",G1H,15656,15656,17070653.5,16728.070206687444,1753799558460,Synapse54,1753799558460,Synapse54
26,"G1J (Quebec, QC)",G1J,13846,13846,15486417.5,18318.282612942763,1753799558460,Synapse54,1753799558460,Synapse54
27,"G1K (Quebec, QC)",G1K,11929,11929,9532326.5,27604.32226056824,1753799558460,Synapse54,1753799558460,Synapse54
28,"G1L (Quebec, QC)",G1L,13525,13525,8545974.0,13500.51656374446,1753799558460,Synapse54,1753799558460,Synapse54
29,"G1M (Quebec, QC)",G1M,11112,11112,17720734.5,19033.029965482125,1753799558460,Synapse54,1753799558460,Synapse54
30,"G1N (Quebec, QC)",G1N,5909,5909,13120575.0,20830.816804197915,1753799558460,Synapse54,1753799558460,Synapse54
31,"G1P (Quebec, QC)",G1P,8275,8275,23560383.5,22665.24353657779,1753799558460,Synapse54,1753799558460,Synapse54
32,"G1R (Quebec, QC)",G1R,10577,10577,6291861.0,12661.880571938687,1753799558460,Synapse54,1753799558460,Synapse54
33,"G1S (Quebec, QC)",G1S,14727,14727,11216915.28125,15661.567182113036,1753799558460,Synapse54,1753799558460,Synapse54
34,"G1T (Quebec, QC)",G1T,2989,2989,7077771.5,17602.81541790566,1753799558460,Synapse54,1753799558460,Synapse54
35,"G1V (Quebec, QC)",G1V,13511,13511,15730102.0,17979.112647239195,1753799558460,Synapse54,1753799558460,Synapse54
36,"G1W (Quebec, QC)",G1W,11253,11253,17198639.5,21801.94208985731,1753799558460,Synapse54,1753799558460,Synapse54
37,"G1X (Quebec, QC)",G1X,13917,13917,27103326.0,27337.079999136095,1753799558460,Synapse54,1753799558460,Synapse54
38,"G1Y (Quebec, QC)",G1Y,5903,5903,14262450.5,17939.63034370007,1753799558460,Synapse54,1753799558460,Synapse54
39,"G2A (Quebec, QC)",G2A,8646,8646,47271562.5,46123.605864486206,1753799558460,Synapse54,1753799558460,Synapse54
40,"G2B (Quebec, QC)",G2B,11600,11600,24328924.5,22475.77399457994,1753799558460,Synapse54,1753799558460,Synapse54
41,"G2C (Quebec, QC)",G2C,6383,6383,18432837.5,23131.360190110616,1753799558460,Synapse54,1753799558460,Synapse54
42,"G2E (Quebec, QC)",G2E,9789,9789,27707972.5,23903.30796073271,1753799558460,Synapse54,1753799558460,Synapse54
43,"G2G (Quebec, QC)",G2G,4957,4957,101799470.5,45275.85044604026,1753799558460,Synapse54,1753799558460,Synapse54
44,"G2J (Quebec, QC)",G2J,1817,1817,5412144.5,9862.14108739791,1753799558460,Synapse54,1753799558460,Synapse54
45,"G2K (Quebec, QC)",G2K,7535,7535,30349819.5,31745.12588440936,1753799558460,Synapse54,1753799558460,Synapse54
46,"G2L (Quebec, QC)",G2L,6965,6965,25127554.5,22805.966601331882,1753799558460,Synapse54,1753799558460,Synapse54
47,"G2M (Quebec, QC)",G2M,2532,2532,44779584.0,34604.08492657024,1753799558460,Synapse54,1753799558460,Synapse54
48,"G2N (Quebec, QC)",G2N,3707,3707,31035228.5,31796.238354131285,1753799558460,Synapse54,1753799558460,Synapse54
49,"G3A (St-Augustin-De-Desmaures, QC)",G3A,9420,9420,188876871.0,74472.4753726992,1753799558460,Synapse54,1753799558460,Synapse54
50,"G3B (Lac-Beauport, QC)",G3B,3690,3690,139197319.5,64423.23371099803,1753799558460,Synapse54,1753799558460,Synapse54
51,"G3C (Stoneham-Et-Tewkesbury, QC)",G3C,5057,5057,1330849498.5,175874.56931808186,1753799558460,Synapse54,1753799558460,Synapse54
52,"G3E (Quebec, QC)",G3E,6396,6396,18489209.0,20620.301807363456,1753799558460,Synapse54,1753799558460,Synapse54
53,"G3G (Quebec, QC)",G3G,4372,4372,83002473.0,53192.861834286385,1753799558460,Synapse54,1753799558460,Synapse54
54,"G3H (Pont-Rouge, QC)",G3H,4900,4900,279179695.0,100842.62742278028,1753799558460,Synapse54,1753799558460,Synapse54
55,"G3J (Quebec, QC)",G3J,4772,4772,85589532.0,54640.87343863765,1753799558460,Synapse54,1753799558460,Synapse54
56,"G3K (Quebec, QC)",G3K,8843,8843,66926850.0,43417.9629367511,1753799558460,Synapse54,1753799558460,Synapse54
57,"G3L (Saint-Raymond, QC)",G3L,5608,5608,2499240685.5,293711.66523440205,1753799558460,Synapse54,1753799558460,Synapse54
58,"G3M (Donnacona, QC)",G3M,3716,3716,76895468.5,38932.06578942634,1753799558460,Synapse54,1753799558460,Synapse54
59,"G3N (Ste-Catherine-De-La-J-Cartier, QC)",G3N,5057,5057,179093818.5,91193.27748891739,1753799558460,Synapse54,1753799558460,Synapse54
60,"G3S (Quebec, QC)",G3S,2872,2872,162242772.5,88360.35793053103,1753799558460,Synapse54,1753799558460,Synapse54
61,"G3Z (Baie-Saint-Paul, QC)",G3Z,3720,3720,1221045873.0,165284.53951195258,1753799558460,Synapse54,1753799558460,Synapse54
62,"G4A (Clermont, QC)",G4A,1531,1531,1226794529.0,167560.43929327332,1753799558460,Synapse54,1753799558460,Synapse54
63,"G4R (Sept-Iles, QC)",G4R,9102,9102,1888740693.0195312,364416.3918226564,1753799558460,Synapse54,1753799558460,Synapse54
64,"G4S (Sept-Iles, QC)",G4S,2110,2110,13736729.5,31952.335224803264,1753799558460,Synapse54,1753799558460,Synapse54
65,"G4T (Les Iles-De-La-Madeleine, QC)",G4T,6356,6356,500054815.0,511013.5871236407,1753799558460,Synapse54,1753799558460,Synapse54
66,"G4V (Sainte-Anne-Des-Monts, QC)",G4V,3176,3176,780273522.0,168670.12216022852,1753799558460,Synapse54,1753799558460,Synapse54
67,"G4W (Matane, QC)",G4W,7386,7386,466220652.0,100520.51806568402,1753799558460,Synapse54,1753799558460,Synapse54
68,"G4X (Gaspe, QC)",G4X,7198,7198,2615126201.546875,406673.89112098655,1753799558460,Synapse54,1753799558460,Synapse54
69,"G4Z (Baie-Comeau, QC)",G4Z,4258,4258,1669244051.0,336717.80497552885,1753799558460,Synapse54,1753799558460,Synapse54
70,"G5A (La Malbaie, QC)",G5A,3991,3991,905867526.5,176911.55690727945,1753799558460,Synapse54,1753799558460,Synapse54
71,"G5B (Port-Cartier, QC)",G5B,2734,2734,742256392.5,203831.72178845698,1753799558460,Synapse54,1753799558460,Synapse54
72,"G5C (Baie-Comeau, QC)",G5C,5153,5153,78061848.0,48691.63220890317,1753799558460,Synapse54,1753799558460,Synapse54
73,"G5H (Mont-Joli, QC)",G5H,3344,3344,128376656.5,53923.191144203476,1753799558460,Synapse54,1753799558460,Synapse54
74,"G5J (Amqui, QC)",G5J,2967,2967,310530648.5,97437.56642828621,1753799558460,Synapse54,1753799558460,Synapse54
75,"G5L (Rimouski, QC)",G5L,15235,15235,115966883.0,88926.49071239203,1753799558460,Synapse54,1753799558460,Synapse54
76,"G5M (Rimouski, QC)",G5M,4131,4131,66332097.0,52169.63739391678,1753799558460,Synapse54,1753799558460,Synapse54
77,"G5N (Rimouski, QC)",G5N,3754,3754,414167429.0,104413.83144964176,1753799558460,Synapse54,1753799558460,Synapse54
78,"G5R (Riviere-Du-Loup, QC)",G5R,10060,10060,182737573.0,77061.18159356514,1753799558460,Synapse54,1753799558460,Synapse54
79,"G5T (Degelis, QC)",G5T,1408,1408,1107888892.0,146757.59518407704,1753799558460,Synapse54,1753799558460,Synapse54
80,"G5V (Montmagny, QC)",G5V,5693,5693,282245095.0,82682.88684580137,1753799558460,Synapse54,1753799558460,Synapse54
81,"G5X (Beauceville, QC)",G5X,2810,2810,336857190.0,91090.00846556539,1753799558460,Synapse54,1753799558460,Synapse54
82,"G5Y (Saint-Georges, QC)",G5Y,12157,12157,169548327.0,148240.89990521545,1753799558460,Synapse54,1753799558460,Synapse54
83,"G5Z (Saint-Georges, QC)",G5Z,3396,3396,219710089.0,133870.3845435117,1753799558460,Synapse54,1753799558460,Synapse54
84,"G6A (Saint-Georges, QC)",G6A,884,884,12731588.0,28099.846637013223,1753799558460,Synapse54,1753799558460,Synapse54
85,"G6B (Lac-Megantic, QC)",G6B,4219,4219,525968305.0,147830.6226949515,1753799558460,Synapse54,1753799558460,Synapse54
86,"G6C (Pintendre, QC)",G6C,3829,3829,171728656.5,62758.50767570228,1753799558460,Synapse54,1753799558460,Synapse54
87,"G6E (Sainte-Marie, QC)",G6E,5836,5836,242749292.5,88129.38426536831,1753799558460,Synapse54,1753799558460,Synapse54
88,"G6G (Thetford Mines, QC)",G6G,10117,10117,432553661.5,137866.85051543516,1753799558460,Synapse54,1753799558460,Synapse54
89,"G6H (Thetford Mines, QC)",G6H,3203,3203,381525955.5,208711.52055490302,1753799558460,Synapse54,1753799558460,Synapse54
90,"G6J (Saint-Etienne-De-Lauzon, QC)",G6J,4805,4805,170941088.5,68005.84099520143,1753799558460,Synapse54,1753799558460,Synapse54
91,"G6K (Saint-Redempteur, QC)",G6K,3406,3406,8847420.0,13869.752401834681,1753799558460,Synapse54,1753799558460,Synapse54
92,"G6L (Plessisville, QC)",G6L,7546,7546,727703425.5,150480.86599396955,1753799558460,Synapse54,1753799558460,Synapse54
93,"G6P (Victoriaville, QC)",G6P,15590,15590,43162857.0,67077.33804588739,1753799558460,Synapse54,1753799558460,Synapse54
94,"G6R (Victoriaville, QC)",G6R,1902,1902,111890007.5,67049.5189257073,1753799558460,Synapse54,1753799558460,Synapse54
95,"G6S (Victoriaville, QC)",G6S,2411,2411,93883157.5,65606.32420350032,1753799558460,Synapse54,1753799558460,Synapse54
96,"G6T (Victoriaville, QC)",G6T,4994,4994,97646146.0,79862.46403678902,1753799558460,Synapse54,1753799558460,Synapse54
97,"G6V (Levis, QC)",G6V,17536,17536,51005706.5,85820.66591178898,1753799558460,Synapse54,1753799558460,Synapse54
98,"G6W (Levis, QC)",G6W,13139,13139,54365583.5,57031.8227070878,1753799558460,Synapse54,1753799558460,Synapse54
99,"G6X (Levis, QC)",G6X,4926,4926,17532207.0,18566.178953389182,1753799558460,Synapse54,1753799558460,Synapse54
100,"G6Y (Levis, QC)",G6Y,3630,3630,48673784.5,36076.08982567784,1753799558460,Synapse54,1753799558460,Synapse54
101,"G6Z (Saint-Jean-Chrysostome, QC)",G6Z,10177,10177,206313300.5,81637.94553350794,1753799558460,Synapse54,1753799558460,Synapse54
102,"G7A (Saint-Nicolas, QC)",G7A,11637,11637,206385794.0,76585.07395132218,1753799558460,Synapse54,1753799558460,Synapse54
103,"G7B (La Baie, QC)",G7B,8585,8585,731098795.5,122236.04683671948,1753799558460,Synapse54,1753799558460,Synapse54
104,"G7G (Chicoutimi, QC)",G7G,7547,7547,83451590.0,72026.82978856695,1753799558460,Synapse54,1753799558460,Synapse54
105,"G7H (Chicoutimi, QC)",G7H,14981,14981,335780132.5,155297.87503251838,1753799558460,Synapse54,1753799558460,Synapse54
106,"G7J (Chicoutimi, QC)",G7J,7068,7068,48516569.0,31553.718168111947,1753799558460,Synapse54,1753799558460,Synapse54
107,"G7K (Chicoutimi, QC)",G7K,364,364,13787400.5,25129.491914885974,1753799558460,Synapse54,1753799558460,Synapse54
108,"G7N (Laterriere, QC)",G7N,2673,2673,572266521.5,131134.86527943268,1753799558460,Synapse54,1753799558460,Synapse54
109,"G7P (Chicoutimi, QC)",G7P,3351,3351,535052258.5,133662.40227307807,1753799558460,Synapse54,1753799558460,Synapse54
110,"G7S (Jonquiere, QC)",G7S,8753,8753,90965725.5,53543.07738017431,1753799558460,Synapse54,1753799558460,Synapse54
111,"G7T (Jonquiere, QC)",G7T,810,810,11024436.0,23113.794147733155,1753799558460,Synapse54,1753799558460,Synapse54
112,"G7X (Jonquiere, QC)",G7X,13296,13296,675028246.5,279259.2165036962,1753799558460,Synapse54,1753799558460,Synapse54
113,"G7Y (Jonquiere, QC)",G7Y,300,300,28364189.0,37375.76013155794,1753799558460,Synapse54,1753799558460,Synapse54
114,"G7Z (Jonquiere, QC)",G7Z,1094,1094,16183341.0,21290.870310459137,1753799558460,Synapse54,1753799558460,Synapse54
115,"G8A (Jonquiere, QC)",G8A,2890,2890,52092756.5,55678.19403946566,1753799558460,Synapse54,1753799558460,Synapse54
116,"G8B (Alma, QC)",G8B,10359,10359,297457310.0,211237.01895446505,1753799558460,Synapse54,1753799558460,Synapse54
117,"G8C (Alma, QC)",G8C,2312,2312,47590945.0,51183.77436174367,1753799558460,Synapse54,1753799558460,Synapse54
118,"G8E (Alma, QC)",G8E,1727,1727,198550679.5,111351.61663855895,1753799558460,Synapse54,1753799558460,Synapse54
119,"G8G (Metabetchouan-Lac-A-La-Croix, QC)",G8G,1929,1929,435537293.5,100773.33142038128,1753799558460,Synapse54,1753799558460,Synapse54
120,"G8H (Roberval, QC)",G8H,4907,4907,543189787.1757812,135904.14248114204,1753799558460,Synapse54,1753799558460,Synapse54
121,"G8J (Chicoutimi, QC)",G8J,1887,1887,2344096837.0,302744.5493028244,1753799558460,Synapse54,1753799558460,Synapse54
122,"G8K (Saint-Felicien, QC)",G8K,4937,4937,860422895.5,186957.39961478047,1753799558460,Synapse54,1753799558460,Synapse54
123,"G8L (Dolbeau-Mistassini, QC)",G8L,6587,6587,3537542888.8203125,527284.6001355818,1753799558460,Synapse54,1753799558460,Synapse54
124,"G8M (Normandin, QC)",G8M,2288,2288,1017813603.5,185656.56193391615,1753799558460,Synapse54,1753799558460,Synapse54
125,"G8N (Hebertville, QC)",G8N,1121,1121,473865737.0,121456.61747790436,1753799558460,Synapse54,1753799558460,Synapse54
126,"G8P (Chibougamau, QC)",G8P,3258,3258,2435879767.5,197043.63571528325,1753799558460,Synapse54,1753799558460,Synapse54
127,"G8T (Trois-Rivieres, QC)",G8T,14470,14470,53667241.0,76442.1934749919,1753799558460,Synapse54,1753799558460,Synapse54
