OBJECTID,DESCRIPTION,ID,ECYHRIMED,thematic_value,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor
394,"J8A (Saint-Hippolyte, QC)",J8A,81597.98,81597.98,272351866.0,88660.25650248205,1753801822858,Synapse54,1753801822858,Synapse54
395,"J8B (Sainte-Adele, QC)",J8B,68082.18,68082.18,257661278.5,87331.95722532229,1753801822858,Synapse54,1753801822858,Synapse54
396,"J8C (Sainte-Agathe-Des-Monts, QC)",J8C,57921.55,57921.55,363538345.5,105828.83702167151,1753801822858,Synapse54,1753801822858,Synapse54
397,"J8E (Mont-Tremblant, QC)",J8E,63304.22,63304.22,598027685.5,128502.35538817226,1753801822858,Synapse54,1753801822858,Synapse54
398,"J8G (Brownsburg-Chatham, QC)",J8G,61009.05,61009.05,1206240278.5,237511.8555793957,1753801822858,Synapse54,1753801822858,Synapse54
399,"J8H (Lachute, QC)",J8H,56724.73,56724.73,482502118.5,169179.8899596451,1753801822858,Synapse54,1753801822858,Synapse54
400,"J8L (Gatineau, QC)",J8L,81750.66,81750.66,1293058071.0,172060.6388984216,1753801822858,Synapse54,1753801822858,Synapse54
401,"J8M (Gatineau, QC)",J8M,92477.08,92477.08,154732777.5,65024.547084615566,1753801822858,Synapse54,1753801822858,Synapse54
402,"J8N (Val-Des-Monts, QC)",J8N,105279.05,105279.05,1732302854.5,285589.92276472907,1753801822858,Synapse54,1753801822858,Synapse54
403,"J8P (Gatineau, QC)",J8P,72366.0,72366.0,58693548.0,43657.291681754716,1753801822858,Synapse54,1753801822858,Synapse54
404,"J8R (Gatineau, QC)",J8R,108482.04,108482.04,156666056.5,68675.20266685543,1753801822858,Synapse54,1753801822858,Synapse54
405,"J8T (Gatineau, QC)",J8T,69952.64,69952.64,47793402.0,43358.360078022946,1753801822858,Synapse54,1753801822858,Synapse54
406,"J8V (Gatineau, QC)",J8V,125832.78,125832.78,324712509.0,103708.66049045212,1753801822858,Synapse54,1753801822858,Synapse54
407,"J8X (Gatineau, QC)",J8X,50581.64,50581.64,14811708.0,18647.21034649298,1753801822858,Synapse54,1753801822858,Synapse54
408,"J8Y (Gatineau, QC)",J8Y,55782.5,55782.5,19695262.5,21673.890152602384,1753801822858,Synapse54,1753801822858,Synapse54
409,"J8Z (Gatineau, QC)",J8Z,72601.77,72601.77,23130629.5,26602.970961144994,1753801822858,Synapse54,1753801822858,Synapse54
410,"J9A (Gatineau, QC)",J9A,95285.99,95285.99,30373310.5,26686.619129442304,1753801822858,Synapse54,1753801822858,Synapse54
411,"J9B (Chelsea, QC)",J9B,149672.88,149672.88,246189543.5,86816.99350066783,1753801822858,Synapse54,1753801822858,Synapse54
412,"J9E (Maniwaki, QC)",J9E,49230.85,49230.85,1377109169.5,310831.3640939274,1753801822858,Synapse54,1753801822858,Synapse54
413,"J9H (Gatineau, QC)",J9H,89041.11,89041.11,62556078.0,44664.06309859117,1753801822858,Synapse54,1753801822858,Synapse54
414,"J9J (Gatineau, QC)",J9J,107986.86,107986.86,151255466.5,58327.94180700536,1753801822858,Synapse54,1753801822858,Synapse54
415,"J9L (Mont-Laurier, QC)",J9L,56594.86,56594.86,1339338847.0,180384.92529711727,1753801822858,Synapse54,1753801822858,Synapse54
416,"J9P (Val-D'or, QC)",J9P,72670.98,72670.98,3829796876.0,458548.2575127482,1753801822858,Synapse54,1753801822858,Synapse54
417,"J9T (Amos, QC)",J9T,68687.03,68687.03,683602510.0,189908.9748917051,1753801822858,Synapse54,1753801822858,Synapse54
418,"J9V (Rouyn-Noranda, QC)",J9V,64331.5,64331.5,297071822.0,76817.77391779536,1753801822858,Synapse54,1753801822858,Synapse54
419,"J9X (Rouyn-Noranda, QC)",J9X,60596.95,60596.95,301651162.0,120674.85661136823,1753801822858,Synapse54,1753801822858,Synapse54
420,"J9Y (Rouyn-Noranda, QC)",J9Y,100770.41,100770.41,2199066233.0,465878.96082864003,1753801822858,Synapse54,1753801822858,Synapse54
421,"J9Z (La Sarre, QC)",J9Z,55696.62,55696.62,348212296.0,88902.99107383726,1753801822858,Synapse54,1753801822858,Synapse54
