OBJECTID,DESCRIPTION,ID,P5YHNIAGG,thematic_value,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor
253,"H9E (Pierrefonds, QC)",H9E,265853590.9,265853590.9,42250333.0,27083.5790617143,1753801689447,Synapse54,1753801689447,Synapse54
254,"H9G (Pointe-Claire-Dorval, QC)",H9G,1012650510.98,1012650510.98,8457140.5,12464.539249179079,1753801689447,Synapse54,1753801689447,Synapse54
255,"H9H (Pierrefonds, QC)",H9H,1632417349.84,1632417349.84,19613903.5,23879.67204388559,1753801689447,Synapse54,1753801689447,Synapse54
256,"H9J (Pierrefonds, QC)",H9J,1465807692.79,1465807692.79,17167469.0,23970.816444803262,1753801689447,Synapse54,1753801689447,Synapse54
257,"H9K (Pierrefonds, QC)",H9K,626554074.48,626554074.48,30500131.5,26824.382930325875,1753801689447,Synapse54,1753801689447,Synapse54
258,"H9P (Pointe-Claire-Dorval, QC)",H9P,233223800.29,233223800.29,19498535.0,39692.170261991225,1753801689447,Synapse54,1753801689447,Synapse54
259,"H9R (Pointe-Claire-Dorval, QC)",H9R,1801056446.27,1801056446.27,29882299.5,25305.84671237734,1753801689447,Synapse54,1753801689447,Synapse54
260,"H9S (Pointe-Claire-Dorval, QC)",H9S,1938867052.12,1938867052.12,78965867.0,44171.880466646624,1753801689447,Synapse54,1753801689447,Synapse54
261,"H9W (Beaconsfield, QC)",H9W,2071309288.19,2071309288.19,43852698.0,28888.96518701168,1753801689447,Synapse54,1753801689447,Synapse54
262,"H9X (Sainte-Anne-De-Bellevue, QC)",H9X,878840114.95,878840114.95,73291956.5,35517.603411509444,1753801689447,Synapse54,1753801689447,Synapse54
263,"J0A (Warwick, QC)",J0A,935253626.57,935253626.57,2834357143.0,359358.8229727042,1753801689447,Synapse54,1753801689447,Synapse54
264,"J0B (Richmond, QC)",J0B,3682812267.02,3682812267.02,10667378133.5,1065896.4278918828,1753801689447,Synapse54,1753801689447,Synapse54
265,"J0C (Saint-Germain-De-Grantham, QC)",J0C,1147158392.35,1147158392.35,2217789273.0,543899.6487326861,1753801689447,Synapse54,1753801689447,Synapse54
266,"J0E (Waterloo, QC)",J0E,3508804258.16,3508804258.16,4549634499.230469,648394.7017630582,1753801689447,Synapse54,1753801689447,Synapse54
267,"J0G (Saint-Francois-Du-Lac, QC)",J0G,925644417.93,925644417.93,2514787680.5,333340.5205009883,1753801689447,Synapse54,1753801689447,Synapse54
268,"J0H (Acton Vale, QC)",J0H,2715485527.29,2715485527.29,4017334345.9570312,538883.6400762808,1753801689447,Synapse54,1753801689447,Synapse54
269,"J0J (Napierville, QC)",J0J,2282374285.99,2282374285.99,3163504441.4609375,385870.6950955986,1753801689447,Synapse54,1753801689447,Synapse54
270,"J0K (Rawdon, QC)",J0K,8327154421.14,8327154421.14,29697039721.0,1406950.3334880418,1753801689447,Synapse54,1753801689447,Synapse54
271,"J0L (Saint-Amable, QC)",J0L,5389679126.3,5389679126.3,2780902762.0429688,596544.2844540038,1753801689447,Synapse54,1753801689447,Synapse54
272,"J0M (Chisasibi, QC)",J0M,1083037975.82,1083037975.82,2507274503756.0,24396187.397056405,1753801689447,Synapse54,1753801689447,Synapse54
273,"J0N (Sainte-Marthe-Sur-Le-Lac, QC)",J0N,2355996473.1,2355996473.1,341790001.0,92049.64421828423,1753801689447,Synapse54,1753801689447,Synapse54
274,"J0P (Saint-Zotique, QC)",J0P,2734296668.61,2734296668.61,1320873265.0,299819.56036801497,1753801689447,Synapse54,1753801689447,Synapse54
275,"J0R (Saint-Sauveur, QC)",J0R,2970978268.28,2970978268.28,549507968.0,153164.86554496005,1753801689447,Synapse54,1753801689447,Synapse54
276,"J0S (Sainte-Martine, QC)",J0S,1932495462.33,1932495462.33,3261392891.5,373681.8522427627,1753801689447,Synapse54,1753801689447,Synapse54
277,"J0T (Saint-Donat-De-Montcalm, QC)",J0T,3315652301.19,3315652301.19,10294024616.5,948593.2698027412,1753801689447,Synapse54,1753801689447,Synapse54
278,"J0V (Saint-Andre-Avellin, QC)",J0V,1457402581.65,1457402581.65,5169637352.5,604696.2148960141,1753801689447,Synapse54,1753801689447,Synapse54
279,"J0W (Lac-Des-Ecorces, QC)",J0W,842432726.6,842432726.6,72760667284.5,2116484.49890364,1753801689447,Synapse54,1753801689447,Synapse54
280,"J0X (Wakefield, QC)",J0X,2688064312.01,2688064312.01,18401542242.5,1302599.5812032141,1753801689447,Synapse54,1753801689447,Synapse54
281,"J0Y (Malartic, QC)",J0Y,1448895211.44,1448895211.44,223534310999.0,3278730.6722274064,1753801689447,Synapse54,1753801689447,Synapse54
282,"J0Z (Lorrainville, QC)",J0Z,1761856952.59,1761856952.59,59867601510.0,2216439.0400546975,1753801689447,Synapse54,1753801689447,Synapse54
283,"J1A (Coaticook, QC)",J1A,438967922.43,438967922.43,568143726.5,138682.11350637994,1753801689447,Synapse54,1753801689447,Synapse54
284,"J1C (Sherbrooke, QC)",J1C,374116356.85,374116356.85,148314795.5,58854.95341782354,1753801689447,Synapse54,1753801689447,Synapse54
285,"J1E (Sherbrooke, QC)",J1E,1263706788.75,1263706788.75,36392307.5,31305.785200373433,1753801689447,Synapse54,1753801689447,Synapse54
286,"J1G (Sherbrooke, QC)",J1G,1071184052.71,1071184052.71,23722537.5,26568.26494121696,1753801689447,Synapse54,1753801689447,Synapse54
287,"J1H (Sherbrooke, QC)",J1H,1491874879.79,1491874879.79,90156997.5,95524.0591322304,1753801689447,Synapse54,1753801689447,Synapse54
288,"J1J (Sherbrooke, QC)",J1J,1033010012.67,1033010012.67,14850239.5,21529.415696903085,1753801689447,Synapse54,1753801689447,Synapse54
289,"J1K (Sherbrooke, QC)",J1K,402508604.6,402508604.6,14646372.0,20632.820225363073,1753801689447,Synapse54,1753801689447,Synapse54
290,"J1L (Sherbrooke, QC)",J1L,922044888.4,922044888.4,27073074.0,24825.97616578884,1753801689447,Synapse54,1753801689447,Synapse54
291,"J1M (Sherbrooke, QC)",J1M,335743805.5,335743805.5,66319442.5,51850.27975629163,1753801689447,Synapse54,1753801689447,Synapse54
292,"J1N (Sherbrooke, QC)",J1N,2314262257.89,2314262257.89,196798113.5,75865.43435097949,1753801689447,Synapse54,1753801689447,Synapse54
293,"J1R (Sherbrooke, QC)",J1R,764738837.3,764738837.3,129969730.0,55500.89678544112,1753801689447,Synapse54,1753801689447,Synapse54
294,"J1S (Windsor, QC)",J1S,395481357.61,395481357.61,306725365.5,94080.75320925176,1753801689447,Synapse54,1753801689447,Synapse54
295,"J1T (Val-Des-Sources, QC)",J1T,349922871.68,349922871.68,94108625.0,49846.76465177346,1753801689447,Synapse54,1753801689447,Synapse54
296,"J1X (Magog, QC)",J1X,2307054002.42,2307054002.42,728921445.0,201253.21200864858,1753801689447,Synapse54,1753801689447,Synapse54
297,"J1Z (Saint-Cyrille-De-Wendover, QC)",J1Z,309648973.03,309648973.03,352999380.0,123836.95765720992,1753801689447,Synapse54,1753801689447,Synapse54
298,"J2A (Drummondville, QC)",J2A,696842364.12,696842364.12,210419353.0,83920.96306970775,1753801689447,Synapse54,1753801689447,Synapse54
299,"J2B (Drummondville, QC)",J2B,1754757126.03,1754757126.03,262759591.40234375,162201.91283563137,1753801689447,Synapse54,1753801689447,Synapse54
300,"J2C (Drummondville, QC)",J2C,1638049783.93,1638049783.93,46328225.59765625,41604.1853996451,1753801689447,Synapse54,1753801689447,Synapse54
301,"J2E (Drummondville, QC)",J2E,239961319.64,239961319.64,18350789.5,28926.839340474853,1753801689447,Synapse54,1753801689447,Synapse54
302,"J2G (Granby, QC)",J2G,1354441317.09,1354441317.09,27125065.5,40964.248286282396,1753801689447,Synapse54,1753801689447,Synapse54
303,"J2H (Granby, QC)",J2H,1488522451.91,1488522451.91,136788271.0,82651.78876586944,1753801689447,Synapse54,1753801689447,Synapse54
304,"J2J (Granby, QC)",J2J,1024514261.35,1024514261.35,158975426.5,75483.31166212616,1753801689447,Synapse54,1753801689447,Synapse54
305,"J2K (Cowansville, QC)",J2K,1002264368.61,1002264368.61,327067186.0,107161.13325887192,1753801689447,Synapse54,1753801689447,Synapse54
306,"J2L (Bromont, QC)",J2L,1518010249.32,1518010249.32,230068726.0,81624.30958657779,1753801689447,Synapse54,1753801689447,Synapse54
307,"J2M (Shefford, QC)",J2M,491978933.21,491978933.21,242332781.2734375,116121.4987637872,1753801689447,Synapse54,1753801689447,Synapse54
308,"J2N (Farnham, QC)",J2N,586015393.22,586015393.22,187541869.5,67299.99265741695,1753801689447,Synapse54,1753801689447,Synapse54
