OBJECTID,DESCRIPTION,ID,P5YTENOWN,P5YTENOWN_P,thematic_value,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor
1,"G0A (Sainte-Anne-De-Beaupre, QC)",G0A,32001,78.84,78.84,72760823790.5,3028971.212854449,1753799756033,Synapse54,1753799756033,Synapse54
2,"G0C (New Richmond, QC)",G0C,15492,68.08,68.08,22075337398.492188,967680.4043130332,1753799756033,Synapse54,1753799756033,Synapse54
3,"G0E (Grande-Vallee, QC)",G0E,1871,78.38,78.38,17330251329.5,625766.1683453334,1753799756033,Synapse54,1753799756033,Synapse54
4,"G0G (Fermont, QC)",G0G,4588,66.46,66.46,488246740388.7383,13452850.295035336,1753799756033,Synapse54,1753799756033,Synapse54
5,"G0H (Pessamit, QC)",G0H,3451,73.22,73.22,123893631441.5,3217405.6747955983,1753799756033,Synapse54,1753799756033,Synapse54
6,"G0J (Causapscal, QC)",G0J,10815,78.59,78.59,30795263589.0,1187342.219615261,1753799756033,Synapse54,1753799756033,Synapse54
7,"G0K (Sainte-Luce, QC)",G0K,4621,79.49,79.49,8964482448.5,530269.0600895187,1753799756033,Synapse54,1753799756033,Synapse54
8,"G0L (Trois-Pistoles, QC)",G0L,21386,76.7,76.7,23226305480.5,1017338.6635460304,1753799756033,Synapse54,1753799756033,Synapse54
9,"G0M (Saint-Prosper-De-Dorchester, QC)",G0M,12361,78.85,78.85,6354665678.5,678703.1375911924,1753799756033,Synapse54,1753799756033,Synapse54
10,"G0N (Disraeli, QC)",G0N,7417,78.28,78.28,3579667597.5,610336.508657239,1753799756033,Synapse54,1753799756033,Synapse54
11,"G0P (Ham-Nord, QC)",G0P,2469,80.34,80.34,1964344449.0,415202.1877963802,1753799756033,Synapse54,1753799756033,Synapse54
12,"G0R (La Pocatiere, QC)",G0R,29843,76.52,76.52,17275130739.5,769075.2097201231,1753799756033,Synapse54,1753799756033,Synapse54
13,"G0S (Saint-Apollinaire, QC)",G0S,25974,77.79,77.79,7546000235.5,718279.0049398947,1753799756033,Synapse54,1753799756033,Synapse54
14,"G0T (Forestville, QC)",G0T,4644,73.06,73.06,20313438075.0,1270528.890385615,1753799756033,Synapse54,1753799756033,Synapse54
15,"G0V (Saint-Honore-De-Chicoutimi, QC)",G0V,7172,82.3,82.3,24624561090.5,1237538.7672922572,1753799756033,Synapse54,1753799756033,Synapse54
16,"G0W (Saint-Bruno-Lac-Saint-Jean, QC)",G0W,11482,73.32,73.32,380327320475.0,4323366.579971259,1753799756033,Synapse54,1753799756033,Synapse54
17,"G0X (Notre-Dame-Du-Mont-Carmel, QC)",G0X,22497,79.69,79.69,39978887685.5,2171889.905015521,1753799756033,Synapse54,1753799756033,Synapse54
18,"G0Y (Lac-Drolet, QC)",G0Y,4021,83.77,83.77,3810924397.5,557635.8571484805,1753799756033,Synapse54,1753799756033,Synapse54
19,"G0Z (Daveluyville, QC)",G0Z,3278,78.8,78.8,1313913827.0,254093.22841298912,1753799756033,Synapse54,1753799756033,Synapse54
20,"G1A (Quebec, QC)",G1A,0,0.0,0.0,82312.0,1266.954133788689,1753799756033,Synapse54,1753799756033,Synapse54
21,"G1B (Quebec, QC)",G1B,6243,85.35,85.35,87273797.0,41431.67400838665,1753799756033,Synapse54,1753799756033,Synapse54
22,"G1C (Quebec, QC)",G1C,11078,65.31,65.31,42832173.5,38990.399766328665,1753799756033,Synapse54,1753799756033,Synapse54
23,"G1E (Quebec, QC)",G1E,5798,39.0,39.0,21963715.5,24460.60804483201,1753799756033,Synapse54,1753799756033,Synapse54
24,"G1G (Quebec, QC)",G1G,7866,66.1,66.1,23261499.5,21244.010790424363,1753799756033,Synapse54,1753799756033,Synapse54
25,"G1H (Quebec, QC)",G1H,5882,37.57,37.57,17070653.5,16728.070206687444,1753799756033,Synapse54,1753799756033,Synapse54
26,"G1J (Quebec, QC)",G1J,2872,20.74,20.74,15486417.5,18318.282612942763,1753799756033,Synapse54,1753799756033,Synapse54
27,"G1K (Quebec, QC)",G1K,3074,25.77,25.77,9532326.5,27604.32226056824,1753799756033,Synapse54,1753799756033,Synapse54
28,"G1L (Quebec, QC)",G1L,2638,19.5,19.5,8545974.0,13500.51656374446,1753799756033,Synapse54,1753799756033,Synapse54
29,"G1M (Quebec, QC)",G1M,3413,30.71,30.71,17720734.5,19033.029965482125,1753799756033,Synapse54,1753799756033,Synapse54
30,"G1N (Quebec, QC)",G1N,1225,20.73,20.73,13120575.0,20830.816804197915,1753799756033,Synapse54,1753799756033,Synapse54
31,"G1P (Quebec, QC)",G1P,3494,42.22,42.22,23560383.5,22665.24353657779,1753799756033,Synapse54,1753799756033,Synapse54
32,"G1R (Quebec, QC)",G1R,2794,26.42,26.42,6291861.0,12661.880571938687,1753799756033,Synapse54,1753799756033,Synapse54
33,"G1S (Quebec, QC)",G1S,6273,42.6,42.6,11216915.28125,15661.567182113036,1753799756033,Synapse54,1753799756033,Synapse54
34,"G1T (Quebec, QC)",G1T,2320,77.62,77.62,7077771.5,17602.81541790566,1753799756033,Synapse54,1753799756033,Synapse54
35,"G1V (Quebec, QC)",G1V,3205,23.72,23.72,15730102.0,17979.112647239195,1753799756033,Synapse54,1753799756033,Synapse54
36,"G1W (Quebec, QC)",G1W,5988,53.21,53.21,17198639.5,21801.94208985731,1753799756033,Synapse54,1753799756033,Synapse54
37,"G1X (Quebec, QC)",G1X,6453,46.37,46.37,27103326.0,27337.079999136095,1753799756033,Synapse54,1753799756033,Synapse54
38,"G1Y (Quebec, QC)",G1Y,4712,79.82,79.82,14262450.5,17939.63034370007,1753799756033,Synapse54,1753799756033,Synapse54
39,"G2A (Quebec, QC)",G2A,5738,66.37,66.37,47271562.5,46123.605864486206,1753799756033,Synapse54,1753799756033,Synapse54
40,"G2B (Quebec, QC)",G2B,6631,57.16,57.16,24328924.5,22475.77399457994,1753799756033,Synapse54,1753799756033,Synapse54
41,"G2C (Quebec, QC)",G2C,3375,52.87,52.87,18432837.5,23131.360190110616,1753799756033,Synapse54,1753799756033,Synapse54
42,"G2E (Quebec, QC)",G2E,7011,71.62,71.62,27707972.5,23903.30796073271,1753799756033,Synapse54,1753799756033,Synapse54
43,"G2G (Quebec, QC)",G2G,3925,79.18,79.18,101799470.5,45275.85044604026,1753799756033,Synapse54,1753799756033,Synapse54
44,"G2J (Quebec, QC)",G2J,713,39.24,39.24,5412144.5,9862.14108739791,1753799756033,Synapse54,1753799756033,Synapse54
45,"G2K (Quebec, QC)",G2K,4195,55.67,55.67,30349819.5,31745.12588440936,1753799756033,Synapse54,1753799756033,Synapse54
46,"G2L (Quebec, QC)",G2L,4880,70.06,70.06,25127554.5,22805.966601331882,1753799756033,Synapse54,1753799756033,Synapse54
47,"G2M (Quebec, QC)",G2M,2027,80.06,80.06,44779584.0,34604.08492657024,1753799756033,Synapse54,1753799756033,Synapse54
48,"G2N (Quebec, QC)",G2N,2975,80.25,80.25,31035228.5,31796.238354131285,1753799756033,Synapse54,1753799756033,Synapse54
49,"G3A (St-Augustin-De-Desmaures, QC)",G3A,7337,77.89,77.89,188876871.0,74472.4753726992,1753799756033,Synapse54,1753799756033,Synapse54
50,"G3B (Lac-Beauport, QC)",G3B,3223,87.34,87.34,139197319.5,64423.23371099803,1753799756033,Synapse54,1753799756033,Synapse54
51,"G3C (Stoneham-Et-Tewkesbury, QC)",G3C,4413,87.27,87.27,1330849498.5,175874.56931808186,1753799756033,Synapse54,1753799756033,Synapse54
52,"G3E (Quebec, QC)",G3E,5131,80.22,80.22,18489209.0,20620.301807363456,1753799756033,Synapse54,1753799756033,Synapse54
53,"G3G (Quebec, QC)",G3G,3806,87.05,87.05,83002473.0,53192.861834286385,1753799756033,Synapse54,1753799756033,Synapse54
54,"G3H (Pont-Rouge, QC)",G3H,3702,75.55,75.55,279179695.0,100842.62742278028,1753799756033,Synapse54,1753799756033,Synapse54
55,"G3J (Quebec, QC)",G3J,3347,70.14,70.14,85589532.0,54640.87343863765,1753799756033,Synapse54,1753799756033,Synapse54
56,"G3K (Quebec, QC)",G3K,6266,70.86,70.86,66926850.0,43417.9629367511,1753799756033,Synapse54,1753799756033,Synapse54
57,"G3L (Saint-Raymond, QC)",G3L,4370,77.92,77.92,2499240685.5,293711.66523440205,1753799756033,Synapse54,1753799756033,Synapse54
58,"G3M (Donnacona, QC)",G3M,2386,64.21,64.21,76895468.5,38932.06578942634,1753799756033,Synapse54,1753799756033,Synapse54
59,"G3N (Ste-Catherine-De-La-J-Cartier, QC)",G3N,4279,84.62,84.62,179093818.5,91193.27748891739,1753799756033,Synapse54,1753799756033,Synapse54
60,"G3S (Quebec, QC)",G3S,2146,74.72,74.72,162242772.5,88360.35793053103,1753799756033,Synapse54,1753799756033,Synapse54
61,"G3Z (Baie-Saint-Paul, QC)",G3Z,2220,59.68,59.68,1221045873.0,165284.53951195258,1753799756033,Synapse54,1753799756033,Synapse54
62,"G4A (Clermont, QC)",G4A,1029,67.21,67.21,1226794529.0,167560.43929327332,1753799756033,Synapse54,1753799756033,Synapse54
63,"G4R (Sept-Iles, QC)",G4R,4857,53.36,53.36,1888740693.0195312,364416.3918226564,1753799756033,Synapse54,1753799756033,Synapse54
64,"G4S (Sept-Iles, QC)",G4S,1742,82.56,82.56,13736729.5,31952.335224803264,1753799756033,Synapse54,1753799756033,Synapse54
65,"G4T (Les Iles-De-La-Madeleine, QC)",G4T,4739,74.56,74.56,500054815.0,511013.5871236407,1753799756033,Synapse54,1753799756033,Synapse54
66,"G4V (Sainte-Anne-Des-Monts, QC)",G4V,2094,65.93,65.93,780273522.0,168670.12216022852,1753799756033,Synapse54,1753799756033,Synapse54
67,"G4W (Matane, QC)",G4W,4192,56.76,56.76,466220652.0,100520.51806568402,1753799756033,Synapse54,1753799756033,Synapse54
68,"G4X (Gaspe, QC)",G4X,5065,70.37,70.37,2615126201.546875,406673.89112098655,1753799756033,Synapse54,1753799756033,Synapse54
69,"G4Z (Baie-Comeau, QC)",G4Z,3094,72.66,72.66,1669244051.0,336717.80497552885,1753799756033,Synapse54,1753799756033,Synapse54
70,"G5A (La Malbaie, QC)",G5A,2639,66.12,66.12,905867526.5,176911.55690727945,1753799756033,Synapse54,1753799756033,Synapse54
71,"G5B (Port-Cartier, QC)",G5B,1927,70.48,70.48,742256392.5,203831.72178845698,1753799756033,Synapse54,1753799756033,Synapse54
72,"G5C (Baie-Comeau, QC)",G5C,3261,63.28,63.28,78061848.0,48691.63220890317,1753799756033,Synapse54,1753799756033,Synapse54
73,"G5H (Mont-Joli, QC)",G5H,1955,58.46,58.46,128376656.5,53923.191144203476,1753799756033,Synapse54,1753799756033,Synapse54
74,"G5J (Amqui, QC)",G5J,1964,66.19,66.19,310530648.5,97437.56642828621,1753799756033,Synapse54,1753799756033,Synapse54
75,"G5L (Rimouski, QC)",G5L,7382,48.45,48.45,115966883.0,88926.49071239203,1753799756033,Synapse54,1753799756033,Synapse54
76,"G5M (Rimouski, QC)",G5M,3102,75.09,75.09,66332097.0,52169.63739391678,1753799756033,Synapse54,1753799756033,Synapse54
77,"G5N (Rimouski, QC)",G5N,3204,85.35,85.35,414167429.0,104413.83144964176,1753799756033,Synapse54,1753799756033,Synapse54
78,"G5R (Riviere-Du-Loup, QC)",G5R,5305,52.73,52.73,182737573.0,77061.18159356514,1753799756033,Synapse54,1753799756033,Synapse54
79,"G5T (Degelis, QC)",G5T,904,64.2,64.2,1107888892.0,146757.59518407704,1753799756033,Synapse54,1753799756033,Synapse54
80,"G5V (Montmagny, QC)",G5V,3133,55.03,55.03,282245095.0,82682.88684580137,1753799756033,Synapse54,1753799756033,Synapse54
81,"G5X (Beauceville, QC)",G5X,1933,68.79,68.79,336857190.0,91090.00846556539,1753799756033,Synapse54,1753799756033,Synapse54
82,"G5Y (Saint-Georges, QC)",G5Y,6796,55.9,55.9,169548327.0,148240.89990521545,1753799756033,Synapse54,1753799756033,Synapse54
83,"G5Z (Saint-Georges, QC)",G5Z,2371,69.82,69.82,219710089.0,133870.3845435117,1753799756033,Synapse54,1753799756033,Synapse54
84,"G6A (Saint-Georges, QC)",G6A,680,76.92,76.92,12731588.0,28099.846637013223,1753799756033,Synapse54,1753799756033,Synapse54
85,"G6B (Lac-Megantic, QC)",G6B,2510,59.49,59.49,525968305.0,147830.6226949515,1753799756033,Synapse54,1753799756033,Synapse54
86,"G6C (Pintendre, QC)",G6C,2417,63.12,63.12,171728656.5,62758.50767570228,1753799756033,Synapse54,1753799756033,Synapse54
87,"G6E (Sainte-Marie, QC)",G6E,4103,70.31,70.31,242749292.5,88129.38426536831,1753799756033,Synapse54,1753799756033,Synapse54
