OBJECTID,DESCRIPTION,ID,pointCount,thematic_value,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor
70,32162 (The Villages),32162,1,1,83887500.0,67707.15185416244,1754588149331,Synapse54,1754588149331,Synapse54
71,32163 (The Villages),32163,2,2,76950000.0,100303.96999489571,1754588149331,Synapse54,1754588149331,Synapse54
72,32164 (Palm Coast),32164,0,0,116958750.0,62358.9338723874,1754588149331,Synapse54,1754588149331,Synapse54
73,32168 (New Smyrna Beach),32168,1,1,454867500.0,179496.16795923776,1754588149331,Synapse54,1754588149331,Synapse54
74,32169 (New Smyrna Beach),32169,0,0,48958166.66796875,180273.35817074162,1754588149331,Synapse54,1754588149331,Synapse54
75,32174 (Ormond Beach),32174,1,1,449461250.0,162754.36739857675,1754588149331,Synapse54,1754588149331,Synapse54
76,32176 (Ormond Beach),32176,1,1,17402500.0,41275.792159262,1754588149331,Synapse54,1754588149331,Synapse54
77,32177 (Palatka),32177,2,2,931939895.8320312,230978.61372973837,1754588149331,Synapse54,1754588149331,Synapse54
78,32179 (Ocklawaha),32179,0,0,307991250.0,138294.78363979323,1754588149331,Synapse54,1754588149331,Synapse54
79,32180 (Pierson),32180,0,0,543177500.0,153275.10652374852,1754588149331,Synapse54,1754588149331,Synapse54
80,32181 (Pomona Park),32181,0,0,111777500.0,61844.45116343525,1754588149331,Synapse54,1754588149331,Synapse54
81,32187 (San Mateo),32187,0,0,79668750.0,64425.82032585418,1754588149331,Synapse54,1754588149331,Synapse54
82,32189 (Satsuma),32189,0,0,112305000.0,81917.329139038,1754588149331,Synapse54,1754588149331,Synapse54
83,32190 (Seville),32190,0,0,192047500.0,89141.42943393052,1754588149331,Synapse54,1754588149331,Synapse54
84,32193 (Welaka),32193,0,0,7260000.0,15532.99352280092,1754588149331,Synapse54,1754588149331,Synapse54
85,32195 (Weirsdale),32195,0,0,79725000.0,61926.77967575711,1754588149331,Synapse54,1754588149331,Synapse54
86,32202 (Jacksonville),32202,0,0,6963750.0,22110.792544279608,1754588149331,Synapse54,1754588149331,Synapse54
87,32204 (Jacksonville),32204,1,1,9716250.0,14454.156647197895,1754588149331,Synapse54,1754588149331,Synapse54
88,32205 (Jacksonville),32205,0,0,26240000.0,26949.613631690012,1754588149331,Synapse54,1754588149331,Synapse54
89,32206 (Jacksonville),32206,0,0,22973750.0,25127.349115187742,1754588149331,Synapse54,1754588149331,Synapse54
90,32207 (Jacksonville),32207,2,2,41346931.818359375,37794.61254897065,1754588149331,Synapse54,1754588149331,Synapse54
91,32208 (Jacksonville),32208,2,2,39111250.0,56673.691910256726,1754588149331,Synapse54,1754588149331,Synapse54
92,32209 (Jacksonville),32209,1,1,34160000.0,34422.46416465982,1754588149331,Synapse54,1754588149331,Synapse54
93,32210 (Jacksonville),32210,4,4,71707207.65625,91292.50570769409,1754588149331,Synapse54,1754588149331,Synapse54
94,32211 (Jacksonville),32211,0,0,28858750.0,39913.9972129222,1754588149331,Synapse54,1754588149331,Synapse54
95,32212 (Jacksonville),32212,0,0,15391250.0,32402.416075702884,1754588149331,Synapse54,1754588149331,Synapse54
96,32214 (Jacksonville),32214,0,0,2896250.0,10460.374365623815,1754588149331,Synapse54,1754588149331,Synapse54
97,32216 (Jacksonville),32216,1,1,45318750.0,30417.148904767535,1754588149331,Synapse54,1754588149331,Synapse54
98,32217 (Jacksonville),32217,1,1,18196250.0,24807.664282800983,1754588149331,Synapse54,1754588149331,Synapse54
99,32218 (Jacksonville),32218,3,3,343272083.33203125,133360.4582071153,1754588149331,Synapse54,1754588149331,Synapse54
100,32219 (Jacksonville),32219,0,0,230663750.0,90819.79236124895,1754588149331,Synapse54,1754588149331,Synapse54
101,32220 (Jacksonville),32220,0,0,162281250.0,82452.84933257019,1754588149331,Synapse54,1754588149331,Synapse54
102,32221 (Jacksonville),32221,1,1,159786250.0,76254.27004258156,1754588149331,Synapse54,1754588149331,Synapse54
103,32222 (Jacksonville),32222,0,0,41855000.0,31894.009567025052,1754588149331,Synapse54,1754588149331,Synapse54
104,32223 (Jacksonville),32223,0,0,40230000.0,31657.75158403209,1754588149331,Synapse54,1754588149331,Synapse54
105,32224 (Jacksonville),32224,1,1,58808750.0,54603.915947366266,1754588149331,Synapse54,1754588149331,Synapse54
106,32225 (Jacksonville),32225,4,4,91519761.90429688,99456.51624352294,1754588149331,Synapse54,1754588149331,Synapse54
107,32226 (Jacksonville),32226,0,0,309917826.6074219,521882.42369927873,1754588149331,Synapse54,1754588149331,Synapse54
108,32227 (Jacksonville),32227,0,0,7162500.0,20870.272734897993,1754588149331,Synapse54,1754588149331,Synapse54
109,32233 (Atlantic Beach),32233,2,2,34141000.0,60046.58291901578,1754588149331,Synapse54,1754588149331,Synapse54
110,32234 (Jacksonville),32234,0,0,443460000.0,178110.13114169426,1754588149331,Synapse54,1754588149331,Synapse54
111,32244 (Jacksonville),32244,2,2,88041250.0,52663.57461870429,1754588149331,Synapse54,1754588149331,Synapse54
112,32246 (Jacksonville),32246,0,0,67588750.0,40806.88033338723,1754588149331,Synapse54,1754588149331,Synapse54
113,32250 (Jacksonville Beach),32250,2,2,32888360.671875,94236.3643829393,1754588149331,Synapse54,1754588149331,Synapse54
114,32254 (Jacksonville),32254,0,0,41998750.0,33418.85979159952,1754588149331,Synapse54,1754588149331,Synapse54
115,32256 (Jacksonville),32256,1,1,225911250.0,66007.62658510808,1754588149331,Synapse54,1754588149331,Synapse54
116,32257 (Jacksonville),32257,2,2,43317500.0,29140.675576359034,1754588149331,Synapse54,1754588149331,Synapse54
117,32258 (Jacksonville),32258,0,0,64878750.0,42662.09618659431,1754588149331,Synapse54,1754588149331,Synapse54
118,32259 (Saint Johns),32259,1,1,192821071.42773438,77497.20408704606,1754588149331,Synapse54,1754588149331,Synapse54
119,32266 (Neptune Beach),32266,0,0,9062500.0,13335.080168438277,1754588149331,Synapse54,1754588149331,Synapse54
120,32277 (Jacksonville),32277,1,1,24528750.0,38807.5883494788,1754588149331,Synapse54,1754588149331,Synapse54
121,32301 (Tallahassee),32301,2,2,38680000.0,40367.83146078246,1754588149331,Synapse54,1754588149331,Synapse54
122,32303 (Tallahassee),32303,3,3,140372500.0,85218.77527253964,1754588149331,Synapse54,1754588149331,Synapse54
123,32304 (Tallahassee),32304,0,0,56090000.0,53901.472732338276,1754588149331,Synapse54,1754588149331,Synapse54
124,32305 (Tallahassee),32305,1,1,325016250.0,123492.51771999865,1754588149331,Synapse54,1754588149331,Synapse54
125,32306 (Tallahassee),32306,0,0,895000.0,4693.147408092246,1754588149331,Synapse54,1754588149331,Synapse54
126,32307 (Tallahassee),32307,0,0,416250.0,2752.769256906871,1754588149331,Synapse54,1754588149331,Synapse54
127,32308 (Tallahassee),32308,1,1,50062500.0,38065.325049785235,1754588149331,Synapse54,1754588149331,Synapse54
128,32309 (Tallahassee),32309,0,0,454176250.0,129589.67442891216,1754588149331,Synapse54,1754588149331,Synapse54
129,32310 (Tallahassee),32310,0,0,591277500.0,150037.1444402268,1754588149331,Synapse54,1754588149331,Synapse54
130,32311 (Tallahassee),32311,0,0,272900000.0,111832.1119120944,1754588149331,Synapse54,1754588149331,Synapse54
131,32312 (Tallahassee),32312,1,1,372215000.0,135252.91772116843,1754588149331,Synapse54,1754588149331,Synapse54
132,32317 (Tallahassee),32317,0,0,152206250.0,63049.81455123837,1754588149331,Synapse54,1754588149331,Synapse54
133,32320 (Apalachicola),32320,0,0,227960000.0,198617.58464167797,1754588149331,Synapse54,1754588149331,Synapse54
134,32321 (Bristol),32321,0,0,1277885000.0,274280.7957321937,1754588149331,Synapse54,1754588149331,Synapse54
135,32322 (Carrabelle),32322,0,0,571215000.0,205768.4535621271,1754588149331,Synapse54,1754588149331,Synapse54
136,32323 (Lanark Village),32323,0,0,342500.0,3574.5362014289094,1754588149331,Synapse54,1754588149331,Synapse54
137,32324 (Chattahoochee),32324,1,1,232218750.0,87676.51201202611,1754588149331,Synapse54,1754588149331,Synapse54
138,32327 (Crawfordville),32327,1,1,1226549550.8632812,454599.29712426825,1754588149331,Synapse54,1754588149331,Synapse54
139,32328 (Eastpoint),32328,0,0,971342500.0,459915.23595752876,1754588149331,Synapse54,1754588149331,Synapse54
140,32330 (Greensboro),32330,0,0,143750.0,1591.0063789993565,1754588149331,Synapse54,1754588149331,Synapse54
141,32331 (Greenville),32331,0,0,1354316250.0,275730.7187950052,1754588149331,Synapse54,1754588149331,Synapse54
142,32332 (Gretna),32332,0,0,11868750.0,23025.098997571473,1754588149331,Synapse54,1754588149331,Synapse54
143,32333 (Havana),32333,0,0,374488735.2949219,125533.51220048688,1754588149331,Synapse54,1754588149331,Synapse54
144,32334 (Hosford),32334,0,0,1657302500.0,272287.9827384704,1754588149331,Synapse54,1754588149331,Synapse54
145,32336 (Lamont),32336,0,0,1040231250.0,286815.9523599527,1754588149331,Synapse54,1754588149331,Synapse54
146,32337 (Lloyd),32337,0,0,502500.0,3102.9858812935154,1754588149331,Synapse54,1754588149331,Synapse54
147,32340 (Madison),32340,1,1,914758750.0,226872.91591040554,1754588149331,Synapse54,1754588149331,Synapse54
148,32343 (Midway),32343,0,0,37405000.0,48263.60652730696,1754588149331,Synapse54,1754588149331,Synapse54
149,32344 (Monticello),32344,1,1,1148767500.0,247219.62189251915,1754588149331,Synapse54,1754588149331,Synapse54
150,32346 (Panacea),32346,0,0,150716408.4609375,288277.33258256677,1754588149331,Synapse54,1754588149331,Synapse54
151,32347 (Perry),32347,0,0,1557509699.2226562,362969.0738432816,1754588149331,Synapse54,1754588149331,Synapse54
152,32348 (Perry),32348,1,1,1410469573.125,291966.04448836774,1754588149331,Synapse54,1754588149331,Synapse54
153,32350 (Pinetta),32350,0,0,160310000.0,71719.3571554621,1754588149331,Synapse54,1754588149331,Synapse54
154,32351 (Quincy),32351,2,2,841310000.0,212959.33254663987,1754588149331,Synapse54,1754588149331,Synapse54
155,32352 (Quincy),32352,0,0,355733750.0,99867.74050022653,1754588149331,Synapse54,1754588149331,Synapse54
156,32355 (Saint Marks),32355,0,0,3497500.0,8466.3748805944,1754588149331,Synapse54,1754588149331,Synapse54
157,32356 (Salem),32356,0,0,129766250.0,58134.81273257344,1754588149331,Synapse54,1754588149331,Synapse54
158,32358 (Sopchoppy),32358,0,0,894877009.6113281,232514.207643592,1754588149331,Synapse54,1754588149331,Synapse54
159,32359 (Steinhatchee),32359,0,0,476036777.3691406,235338.11215021272,1754588149331,Synapse54,1754588149331,Synapse54
160,32360 (Telogia),32360,0,0,458750.0,2646.697432601785,1754588149331,Synapse54,1754588149331,Synapse54
161,32399 (Tallahassee),32399,0,0,242500.0,2533.508749109257,1754588149331,Synapse54,1754588149331,Synapse54
162,32401 (Panama City),32401,0,0,37580000.0,71785.59289499267,1754588149331,Synapse54,1754588149331,Synapse54
163,32403 (Panama City),32403,1,1,213520000.0,232821.54699184545,1754588149331,Synapse54,1754588149331,Synapse54
164,32404 (Panama City),32404,1,1,707493750.0,280706.09174980834,1754588149331,Synapse54,1754588149331,Synapse54
165,32405 (Panama City),32405,2,2,65865111.919921875,70063.50181960287,1754588149331,Synapse54,1754588149331,Synapse54
166,32407 (Panama City Beach),32407,1,1,67396594.85351562,66712.27179463478,1754588149331,Synapse54,1754588149331,Synapse54
167,32408 (Panama City),32408,1,1,36592556.1796875,92086.45171354171,1754588149331,Synapse54,1754588149331,Synapse54
168,32409 (Panama City),32409,0,0,535931250.0,201878.82993092385,1754588149331,Synapse54,1754588149331,Synapse54
169,32413 (Panama City Beach),32413,0,0,321423221.9316406,150403.77839008538,1754588149331,Synapse54,1754588149331,Synapse54
170,32420 (Alford),32420,0,0,208651250.0,88470.38594817699,1754588149331,Synapse54,1754588149331,Synapse54
171,32421 (Altha),32421,0,0,541116250.0,182010.1889345969,1754588149331,Synapse54,1754588149331,Synapse54
172,32423 (Bascom),32423,0,0,250790416.66796875,112238.04606352194,1754588149331,Synapse54,1754588149331,Synapse54
173,32424 (Blountstown),32424,1,1,544576250.0,175919.06207446358,1754588149331,Synapse54,1754588149331,Synapse54
174,32425 (Bonifay),32425,1,1,973843750.0,180005.753022048,1754588149331,Synapse54,1754588149331,Synapse54
175,32426 (Campbellton),32426,0,0,163367500.0,71767.80457763003,1754588149331,Synapse54,1754588149331,Synapse54
176,32427 (Caryville),32427,0,0,186842500.0,92635.47742056372,1754588149331,Synapse54,1754588149331,Synapse54
177,32428 (Chipley),32428,1,1,1027001250.0,203321.2045567596,1754588149331,Synapse54,1754588149331,Synapse54
178,32430 (Clarksville),32430,0,0,256593750.0,114065.26561112957,1754588149331,Synapse54,1754588149331,Synapse54
179,32431 (Cottondale),32431,0,0,369447500.0,140251.89105623393,1754588149331,Synapse54,1754588149331,Synapse54
180,32433 (Defuniak Springs),32433,0,0,952751250.0,223033.87468424859,1754588149331,Synapse54,1754588149331,Synapse54
181,32435 (Defuniak Springs),32435,1,1,968508750.0,198731.32877934736,1754588149331,Synapse54,1754588149331,Synapse54
182,32437 (Ebro),32437,0,0,113285000.0,84471.03065248832,1754588149331,Synapse54,1754588149331,Synapse54
183,32438 (Fountain),32438,0,0,213026250.0,82845.5407387841,1754588149331,Synapse54,1754588149331,Synapse54
184,32439 (Freeport),32439,0,0,543667500.0,211462.01881704378,1754588149331,Synapse54,1754588149331,Synapse54
185,32440 (Graceville),32440,0,0,373083750.0,111936.50786829283,1754588149331,Synapse54,1754588149331,Synapse54
186,32442 (Grand Ridge),32442,0,0,347035000.0,148855.50230548473,1754588149331,Synapse54,1754588149331,Synapse54
187,32443 (Greenwood),32443,0,0,204275000.0,93723.78450388387,1754588149331,Synapse54,1754588149331,Synapse54
188,32444 (Lynn Haven),32444,1,1,34196397.01171875,63221.47229181387,1754588149331,Synapse54,1754588149331,Synapse54
189,32445 (Malone),32445,0,0,68053750.0,42547.06314612425,1754588149331,Synapse54,1754588149331,Synapse54
190,32446 (Marianna),32446,1,1,605728750.0,199870.43853141012,1754588149331,Synapse54,1754588149331,Synapse54
191,32448 (Marianna),32448,1,1,682997500.0,162313.89741455344,1754588149331,Synapse54,1754588149331,Synapse54
192,32449 (Wewahitchka),32449,0,0,344855000.0,95723.65512915183,1754588149331,Synapse54,1754588149331,Synapse54
193,32455 (Ponce de Leon),32455,0,0,745470000.0,277789.0951494201,1754588149331,Synapse54,1754588149331,Synapse54
194,32456 (Port Saint Joe),32456,1,1,744630000.0,267348.28890102176,1754588149331,Synapse54,1754588149331,Synapse54
195,32459 (Santa Rosa Beach),32459,1,1,241349250.0,153766.13432376256,1754588149331,Synapse54,1754588149331,Synapse54
196,32460 (Sneads),32460,0,0,288273333.33203125,132459.04683759535,1754588149331,Synapse54,1754588149331,Synapse54
197,32461 (Inlet Beach),32461,0,0,25270000.0,32366.103860628053,1754588149331,Synapse54,1754588149331,Synapse54
198,32462 (Vernon),32462,0,0,718382500.0,269536.5218187834,1754588149331,Synapse54,1754588149331,Synapse54
199,32464 (Westville),32464,0,0,624826250.0,206583.6343216083,1754588149331,Synapse54,1754588149331,Synapse54
200,32465 (Wewahitchka),32465,0,0,1236780000.0,216932.6082222009,1754588149331,Synapse54,1754588149331,Synapse54
201,32466 (Youngstown),32466,0,0,703891833.3320312,244164.0119252054,1754588149331,Synapse54,1754588149331,Synapse54
202,32501 (Pensacola),32501,0,0,12873750.0,19709.286715847433,1754588149331,Synapse54,1754588149331,Synapse54
203,32502 (Pensacola),32502,0,0,8832500.0,25086.287369916005,1754588149331,Synapse54,1754588149331,Synapse54
204,32503 (Pensacola),32503,1,1,43551250.0,52833.43353884332,1754588149331,Synapse54,1754588149331,Synapse54
205,32504 (Pensacola),32504,1,1,38275000.0,29933.098393701446,1754588149331,Synapse54,1754588149331,Synapse54
206,32505 (Pensacola),32505,1,1,47747500.0,40936.60571996918,1754588149331,Synapse54,1754588149331,Synapse54
207,32506 (Pensacola),32506,1,1,115646250.0,65850.19470139328,1754588149331,Synapse54,1754588149331,Synapse54
208,32507 (Pensacola),32507,2,2,89215000.0,164711.1062151712,1754588149331,Synapse54,1754588149331,Synapse54
209,32508 (Pensacola),32508,0,0,30056250.0,36726.21317614417,1754588149331,Synapse54,1754588149331,Synapse54
210,32509 (Pensacola),32509,0,0,3988750.0,7842.20221964715,1754588149331,Synapse54,1754588149331,Synapse54
211,32511 (Pensacola),32511,0,0,845000.0,5085.140699597823,1754588149331,Synapse54,1754588149331,Synapse54
212,32512 (Pensacola),32512,0,0,192500.0,1800.0,1754588149331,Synapse54,1754588149331,Synapse54
213,32514 (Pensacola),32514,0,0,69963750.0,39324.872242389174,1754588149331,Synapse54,1754588149331,Synapse54
214,32526 (Pensacola),32526,0,0,206790789.47265625,100771.71782376441,1754588149331,Synapse54,1754588149331,Synapse54
215,32530 (Bagdad),32530,0,0,23750.0,644.5467280625014,1754588149331,Synapse54,1754588149331,Synapse54
216,32531 (Baker),32531,0,0,794971250.0,179673.50581329357,1754588149331,Synapse54,1754588149331,Synapse54
217,32533 (Cantonment),32533,2,2,283110000.0,91325.88981960547,1754588149331,Synapse54,1754588149331,Synapse54
218,32534 (Pensacola),32534,1,1,34391250.0,33514.89609462742,1754588149331,Synapse54,1754588149331,Synapse54
219,32535 (Century),32535,0,0,262342500.0,114548.37533026011,1754588149331,Synapse54,1754588149331,Synapse54
220,32536 (Crestview),32536,1,1,157523750.0,76207.56142909947,1754588149331,Synapse54,1754588149331,Synapse54
221,32539 (Crestview),32539,1,1,445552500.0,124166.48386066692,1754588149331,Synapse54,1754588149331,Synapse54
222,32541 (Destin),32541,1,1,38404439.654296875,52849.942272507586,1754588149331,Synapse54,1754588149331,Synapse54
223,32542 (Eglin AFB),32542,1,1,1548538538.4609375,297466.1797502553,1754588149331,Synapse54,1754588149331,Synapse54
224,32544 (Hurlburt Field),32544,0,0,12047500.0,28395.0379569379,1754588149331,Synapse54,1754588149331,Synapse54
225,32547 (Fort Walton Beach),32547,2,2,80241250.0,45738.19844641914,1754588149331,Synapse54,1754588149331,Synapse54
226,32548 (Fort Walton Beach),32548,1,1,48375192.30859375,109955.96887226534,1754588149331,Synapse54,1754588149331,Synapse54
227,32550 (Miramar Beach),32550,0,0,24431250.0,34935.49167674195,1754588149331,Synapse54,1754588149331,Synapse54
228,32561 (Gulf Breeze),32561,1,1,36510000.0,132433.36499444305,1754588149331,Synapse54,1754588149331,Synapse54
229,32563 (Gulf Breeze),32563,1,1,64345000.0,67571.39255914454,1754588149331,Synapse54,1754588149331,Synapse54
230,32564 (Holt),32564,0,0,392793750.0,151467.6665757008,1754588149331,Synapse54,1754588149331,Synapse54
231,32565 (Jay),32565,0,0,806558750.0,185729.47287643346,1754588149331,Synapse54,1754588149331,Synapse54
232,32566 (Navarre),32566,1,1,118645000.0,114178.46756366716,1754588149331,Synapse54,1754588149331,Synapse54
233,32567 (Laurel Hill),32567,0,0,529440000.0,154635.25817621243,1754588149331,Synapse54,1754588149331,Synapse54
234,32568 (Mc David),32568,0,0,802783750.0,181634.66492523576,1754588149331,Synapse54,1754588149331,Synapse54
235,32569 (Mary Esther),32569,2,2,23273750.0,51648.070567328665,1754588149331,Synapse54,1754588149331,Synapse54
236,32570 (Milton),32570,1,1,1083410000.0,240260.27702725749,1754588149331,Synapse54,1754588149331,Synapse54
237,32571 (Milton),32571,1,1,413006250.0,150462.29464148567,1754588149331,Synapse54,1754588149331,Synapse54
238,32577 (Molino),32577,0,0,264463750.0,112737.0233309835,1754588149331,Synapse54,1754588149331,Synapse54
239,32578 (Niceville),32578,1,1,193408088.23632812,112616.66687642524,1754588149331,Synapse54,1754588149331,Synapse54
240,32579 (Shalimar),32579,1,1,16386576.0859375,34509.03234459829,1754588149331,Synapse54,1754588149331,Synapse54
